BehaviorSpace results (NetLogo 6.1.1)
tpV2.nlogo
hipotese1_10/10
11/10/2021 22:23:12:497 +0000
"min-pxcor,""max-pxcor"",""min-pycor"",""max-pycor"""
"-16,""16"",""-16"",""16"""
"[min],""0"",""10"",""0"",""0"",""8"",""0"",""0"",""10"",""0"",""0"",""10"",""0"",""0"",""9"",""0"",""0"",""10"",""0"",""0"",""9"",""0"",""0"",""10"",""0"",""0"",""10"",""0"",""0"",""10"",""0"",""4"",""10"",""0"",""1"",""10"",""0"",""0"",""10"",""0"",""2"",""10"",""0"",""2"",""10"",""0"",""1"",""10"",""0"",""1"",""10"",""0"",""0"",""10"",""0"",""1"",""10"",""0"",""2"",""10"",""0"",""6"",""10"",""0"",""4"",""10"",""0"",""5"",""10"",""0"",""4"",""10"",""0"",""3"",""10"",""0"",""6"",""10"",""0"",""5"",""10"",""0"",""4"",""10"",""0"",""2"",""10"",""0"",""5"",""10"",""0"",""4"",""10"",""0"",""6"",""10"",""0"",""3"",""10"",""0"",""8"",""10"",""0"",""4"",""10"",""0"",""5"",""10"",""0"",""5"",""10"",""0"",""4"",""10"",""0"",""6"",""10"",""0"",""5"",""10"",""0"",""5"",""10"",""0"",""6"",""10"",""0"",""6"",""10"",""0"",""7"",""10"",""0"",""9"",""10"",""0"",""9"",""10"",""0"",""4"",""10"",""0"",""7"",""10"",""0"",""4"",""10"",""0"",""6"",""10"",""0"""
"[max],""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"",""10"",""10"",""999"""
"[mean],""2.439"",""10"",""499.5"",""2.281"",""8.433"",""499.5"",""2.45"",""10"",""499.5"",""3.857"",""10"",""499.5"",""1.919"",""9.148"",""499.5"",""2.08"",""10"",""499.5"",""1.777"",""9.27"",""499.5"",""2.364"",""10"",""499.5"",""1.937"",""10"",""499.5"",""2.539"",""10"",""499.5"",""6.798"",""10"",""499.5"",""3.226"",""10"",""499.5"",""3.9"",""10"",""499.5"",""5.387"",""10"",""499.5"",""6.734"",""10"",""499.5"",""3.475"",""10"",""499.5"",""4.531"",""10"",""499.5"",""2.698"",""10"",""499.5"",""4.141"",""10"",""499.5"",""4.679"",""10"",""499.5"",""7.791"",""10"",""499.5"",""6.999"",""10"",""499.5"",""7.875"",""10"",""499.5"",""6.867"",""10"",""499.5"",""7.368"",""10"",""499.5"",""8.976"",""10"",""499.5"",""8.445"",""10"",""499.5"",""7.184"",""10"",""499.5"",""5.732"",""10"",""499.5"",""7.634"",""10"",""499.5"",""5.409"",""10"",""499.5"",""8.633"",""10"",""499.5"",""6.031"",""10"",""499.5"",""8.598"",""10"",""499.5"",""6.718"",""10"",""499.5"",""7.275"",""10"",""499.5"",""6.742"",""10"",""499.5"",""7.398"",""10"",""499.5"",""7.678"",""10"",""499.5"",""8.161"",""10"",""499.5"",""7.254"",""10"",""499.5"",""7.782"",""10"",""499.5"",""7.987"",""10"",""499.5"",""7.401"",""10"",""499.5"",""9.114"",""10"",""499.5"",""9.772"",""10"",""499.5"",""6.762"",""10"",""499.5"",""8.137"",""10"",""499.5"",""7.27"",""10"",""499.5"",""8.298"",""10"",""499.5"""
"[steps],""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"",""999"""

"[all run data],""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"",""count comiloes"",""count limpadores"",""ticks"""
",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"",""10"",""10"",""0"""
",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"",""10"",""10"",""1"""
",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"",""10"",""10"",""2"""
",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"",""10"",""10"",""3"""
",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"",""10"",""10"",""4"""
",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"",""10"",""10"",""5"""
",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""9"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"",""10"",""10"",""6"""
",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""9"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"",""10"",""10"",""7"""
