BehaviorSpace results (NetLogo 6.1.1)
tp_Melhorado.nlogo
hipotese1_e10_20/20
11/12/2021 02:04:47:835 +0000
"min-pxcor,""max-pxcor"",""min-pycor"",""max-pycor"""
"-16,""16"",""-16"",""16"""
"[run number],""1"",""1"",""1"",""2"",""2"",""2"",""3"",""3"",""3"",""4"",""4"",""4"",""5"",""5"",""5"",""6"",""6"",""6"",""7"",""7"",""7"",""8"",""8"",""8"",""9"",""9"",""9"",""10"",""10"",""10"",""11"",""11"",""11"",""12"",""12"",""12"",""13"",""13"",""13"",""14"",""14"",""14"",""15"",""15"",""15"",""16"",""16"",""16"",""17"",""17"",""17"",""18"",""18"",""18"",""19"",""19"",""19"",""20"",""20"",""20"",""21"",""21"",""21"",""22"",""22"",""22"",""23"",""23"",""23"",""24"",""24"",""24"",""25"",""25"",""25"",""26"",""26"",""26"",""27"",""27"",""27"",""28"",""28"",""28"",""29"",""29"",""29"",""30"",""30"",""30"",""31"",""31"",""31"",""32"",""32"",""32"",""33"",""33"",""33"",""34"",""34"",""34"",""35"",""35"",""35"",""36"",""36"",""36"",""37"",""37"",""37"",""38"",""38"",""38"",""39"",""39"",""39"",""40"",""40"",""40"",""41"",""41"",""41"",""42"",""42"",""42"",""43"",""43"",""43"",""44"",""44"",""44"",""45"",""45"",""45"",""46"",""46"",""46"",""47"",""47"",""47"",""48"",""48"",""48"",""49"",""49"",""49"",""50"",""50"",""50"""
",""10"",""20"",""134"",""16"",""20"",""134"",""17"",""20"",""134"",""16"",""20"",""134"",""12"",""20"",""134"",""13"",""20"",""134"",""13"",""20"",""134"",""8"",""20"",""134"",""11"",""20"",""134"",""13"",""20"",""134"",""20"",""20"",""134"",""19"",""20"",""134"",""15"",""20"",""134"",""15"",""20"",""134"",""13"",""20"",""134"",""17"",""20"",""134"",""16"",""20"",""134"",""17"",""20"",""134"",""15"",""20"",""134"",""17"",""20"",""134"",""19"",""20"",""134"",""17"",""20"",""134"",""19"",""20"",""134"",""17"",""20"",""134"",""19"",""20"",""134"",""18"",""20"",""134"",""18"",""20"",""134"",""19"",""20"",""134"",""17"",""20"",""134"",""19"",""20"",""134"",""20"",""20"",""134"",""18"",""20"",""134"",""20"",""20"",""134"",""19"",""20"",""134"",""18"",""20"",""134"",""20"",""20"",""134"",""15"",""20"",""134"",""16"",""20"",""134"",""19"",""20"",""134"",""19"",""20"",""134"",""18"",""20"",""134"",""18"",""20"",""134"",""15"",""20"",""134"",""19"",""20"",""134"",""20"",""20"",""134"",""19"",""20"",""134"",""18"",""20"",""134"",""20"",""20"",""134"",""19"",""20"",""134"",""18"",""20"",""134"""
",""10"",""20"",""135"",""16"",""20"",""135"",""17"",""20"",""135"",""16"",""20"",""135"",""12"",""20"",""135"",""13"",""20"",""135"",""13"",""20"",""135"",""8"",""20"",""135"",""11"",""20"",""135"",""13"",""20"",""135"",""20"",""20"",""135"",""19"",""20"",""135"",""14"",""20"",""135"",""15"",""20"",""135"",""13"",""20"",""135"",""17"",""20"",""135"",""16"",""20"",""135"",""17"",""20"",""135"",""15"",""20"",""135"",""17"",""20"",""135"",""19"",""20"",""135"",""17"",""20"",""135"",""19"",""20"",""135"",""17"",""20"",""135"",""19"",""20"",""135"",""18"",""20"",""135"",""18"",""20"",""135"",""19"",""20"",""135"",""17"",""20"",""135"",""19"",""20"",""135"",""20"",""20"",""135"",""18"",""20"",""135"",""20"",""20"",""135"",""19"",""20"",""135"",""18"",""20"",""135"",""20"",""20"",""135"",""15"",""20"",""135"",""16"",""20"",""135"",""19"",""20"",""135"",""19"",""20"",""135"",""18"",""20"",""135"",""18"",""20"",""135"",""15"",""20"",""135"",""19"",""20"",""135"",""20"",""20"",""135"",""19"",""20"",""135"",""18"",""20"",""135"",""20"",""20"",""135"",""19"",""20"",""135"",""18"",""20"",""135"""
",""10"",""20"",""136"",""15"",""20"",""136"",""17"",""20"",""136"",""16"",""20"",""136"",""12"",""20"",""136"",""12"",""20"",""136"",""13"",""20"",""136"",""7"",""20"",""136"",""11"",""20"",""136"",""13"",""20"",""136"",""20"",""20"",""136"",""19"",""20"",""136"",""14"",""20"",""136"",""15"",""20"",""136"",""13"",""20"",""136"",""17"",""20"",""136"",""16"",""20"",""136"",""17"",""20"",""136"",""15"",""20"",""136"",""17"",""20"",""136"",""19"",""20"",""136"",""17"",""20"",""136"",""19"",""20"",""136"",""17"",""20"",""136"",""19"",""20"",""136"",""18"",""20"",""136"",""18"",""20"",""136"",""19"",""20"",""136"",""17"",""20"",""136"",""19"",""20"",""136"",""20"",""20"",""136"",""18"",""20"",""136"",""20"",""20"",""136"",""19"",""20"",""136"",""18"",""20"",""136"",""20"",""20"",""136"",""15"",""20"",""136"",""16"",""20"",""136"",""19"",""20"",""136"",""19"",""20"",""136"",""18"",""20"",""136"",""18"",""20"",""136"",""15"",""20"",""136"",""19"",""20"",""136"",""20"",""20"",""136"",""19"",""20"",""136"",""18"",""20"",""136"",""20"",""20"",""136"",""19"",""20"",""136"",""18"",""20"",""136"""
",""10"",""20"",""137"",""14"",""20"",""137"",""16"",""20"",""137"",""16"",""20"",""137"",""12"",""20"",""137"",""12"",""20"",""137"",""13"",""20"",""137"",""6"",""20"",""137"",""11"",""20"",""137"",""12"",""20"",""137"",""20"",""20"",""137"",""19"",""20"",""137"",""14"",""20"",""137"",""15"",""20"",""137"",""13"",""20"",""137"",""17"",""20"",""137"",""16"",""20"",""137"",""17"",""20"",""137"",""15"",""20"",""137"",""17"",""20"",""137"",""19"",""20"",""137"",""17"",""20"",""137"",""19"",""20"",""137"",""17"",""20"",""137"",""19"",""20"",""137"",""18"",""20"",""137"",""18"",""20"",""137"",""19"",""20"",""137"",""17"",""20"",""137"",""19"",""20"",""137"",""20"",""20"",""137"",""18"",""20"",""137"",""20"",""20"",""137"",""19"",""20"",""137"",""18"",""20"",""137"",""20"",""20"",""137"",""15"",""20"",""137"",""16"",""20"",""137"",""19"",""20"",""137"",""19"",""20"",""137"",""18"",""20"",""137"",""18"",""20"",""137"",""15"",""20"",""137"",""19"",""20"",""137"",""20"",""20"",""137"",""19"",""20"",""137"",""18"",""20"",""137"",""20"",""20"",""137"",""19"",""20"",""137"",""18"",""20"",""137"""
",""10"",""20"",""138"",""14"",""20"",""138"",""16"",""20"",""138"",""16"",""20"",""138"",""12"",""20"",""138"",""12"",""20"",""138"",""13"",""20"",""138"",""6"",""20"",""138"",""11"",""20"",""138"",""12"",""20"",""138"",""20"",""20"",""138"",""19"",""20"",""138"",""14"",""20"",""138"",""15"",""20"",""138"",""13"",""20"",""138"",""17"",""20"",""138"",""16"",""20"",""138"",""17"",""20"",""138"",""15"",""20"",""138"",""17"",""20"",""138"",""19"",""20"",""138"",""17"",""20"",""138"",""19"",""20"",""138"",""17"",""20"",""138"",""19"",""20"",""138"",""18"",""20"",""138"",""18"",""20"",""138"",""19"",""20"",""138"",""17"",""20"",""138"",""19"",""20"",""138"",""20"",""20"",""138"",""18"",""20"",""138"",""20"",""20"",""138"",""19"",""20"",""138"",""18"",""20"",""138"",""20"",""20"",""138"",""15"",""20"",""138"",""16"",""20"",""138"",""19"",""20"",""138"",""19"",""20"",""138"",""18"",""20"",""138"",""18"",""20"",""138"",""15"",""20"",""138"",""19"",""20"",""138"",""20"",""20"",""138"",""19"",""20"",""138"",""18"",""20"",""138"",""20"",""20"",""138"",""19"",""20"",""138"",""18"",""20"",""138"""
",""10"",""20"",""139"",""14"",""20"",""139"",""16"",""20"",""139"",""16"",""20"",""139"",""12"",""20"",""139"",""12"",""20"",""139"",""13"",""20"",""139"",""6"",""20"",""139"",""11"",""20"",""139"",""12"",""20"",""139"",""20"",""20"",""139"",""19"",""20"",""139"",""14"",""20"",""139"",""15"",""20"",""139"",""13"",""20"",""139"",""17"",""20"",""139"",""16"",""20"",""139"",""17"",""20"",""139"",""15"",""20"",""139"",""17"",""20"",""139"",""19"",""20"",""139"",""17"",""20"",""139"",""19"",""20"",""139"",""17"",""20"",""139"",""19"",""20"",""139"",""18"",""20"",""139"",""18"",""20"",""139"",""19"",""20"",""139"",""17"",""20"",""139"",""19"",""20"",""139"",""20"",""20"",""139"",""18"",""20"",""139"",""20"",""20"",""139"",""19"",""20"",""139"",""18"",""20"",""139"",""20"",""20"",""139"",""15"",""20"",""139"",""16"",""20"",""139"",""19"",""20"",""139"",""19"",""20"",""139"",""18"",""20"",""139"",""18"",""20"",""139"",""15"",""20"",""139"",""19"",""20"",""139"",""20"",""20"",""139"",""19"",""20"",""139"",""18"",""20"",""139"",""20"",""20"",""139"",""19"",""20"",""139"",""18"",""20"",""139"""
",""10"",""20"",""140"",""14"",""20"",""140"",""16"",""20"",""140"",""16"",""20"",""140"",""12"",""20"",""140"",""12"",""20"",""140"",""13"",""20"",""140"",""6"",""20"",""140"",""11"",""20"",""140"",""11"",""20"",""140"",""20"",""20"",""140"",""19"",""20"",""140"",""14"",""20"",""140"",""15"",""20"",""140"",""13"",""20"",""140"",""17"",""20"",""140"",""16"",""20"",""140"",""17"",""20"",""140"",""15"",""20"",""140"",""17"",""20"",""140"",""19"",""20"",""140"",""17"",""20"",""140"",""19"",""20"",""140"",""17"",""20"",""140"",""19"",""20"",""140"",""18"",""20"",""140"",""18"",""20"",""140"",""19"",""20"",""140"",""17"",""20"",""140"",""19"",""20"",""140"",""19"",""20"",""140"",""18"",""20"",""140"",""20"",""20"",""140"",""19"",""20"",""140"",""18"",""20"",""140"",""20"",""20"",""140"",""15"",""20"",""140"",""16"",""20"",""140"",""19"",""20"",""140"",""19"",""20"",""140"",""18"",""20"",""140"",""18"",""20"",""140"",""15"",""20"",""140"",""19"",""20"",""140"",""20"",""20"",""140"",""19"",""20"",""140"",""18"",""20"",""140"",""20"",""20"",""140"",""19"",""20"",""140"",""18"",""20"",""140"""
",""10"",""20"",""141"",""14"",""20"",""141"",""15"",""20"",""141"",""16"",""20"",""141"",""12"",""20"",""141"",""12"",""20"",""141"",""13"",""20"",""141"",""6"",""20"",""141"",""11"",""20"",""141"",""11"",""20"",""141"",""20"",""20"",""141"",""19"",""20"",""141"",""14"",""20"",""141"",""15"",""20"",""141"",""13"",""20"",""141"",""17"",""20"",""141"",""16"",""20"",""141"",""17"",""20"",""141"",""14"",""20"",""141"",""17"",""20"",""141"",""19"",""20"",""141"",""17"",""20"",""141"",""19"",""20"",""141"",""17"",""20"",""141"",""19"",""20"",""141"",""18"",""20"",""141"",""18"",""20"",""141"",""19"",""20"",""141"",""17"",""20"",""141"",""19"",""20"",""141"",""19"",""20"",""141"",""18"",""20"",""141"",""20"",""20"",""141"",""19"",""20"",""141"",""18"",""20"",""141"",""20"",""20"",""141"",""15"",""20"",""141"",""16"",""20"",""141"",""19"",""20"",""141"",""19"",""20"",""141"",""18"",""20"",""141"",""18"",""20"",""141"",""15"",""20"",""141"",""19"",""20"",""141"",""20"",""20"",""141"",""19"",""20"",""141"",""18"",""20"",""141"",""20"",""20"",""141"",""19"",""20"",""141"",""18"",""20"",""141"""
",""10"",""20"",""142"",""14"",""20"",""142"",""15"",""20"",""142"",""16"",""20"",""142"",""12"",""20"",""142"",""12"",""20"",""142"",""13"",""20"",""142"",""6"",""20"",""142"",""11"",""20"",""142"",""11"",""20"",""142"",""20"",""20"",""142"",""19"",""20"",""142"",""14"",""20"",""142"",""15"",""20"",""142"",""13"",""20"",""142"",""17"",""20"",""142"",""16"",""20"",""142"",""17"",""20"",""142"",""14"",""20"",""142"",""17"",""20"",""142"",""19"",""20"",""142"",""17"",""20"",""142"",""19"",""20"",""142"",""17"",""20"",""142"",""19"",""20"",""142"",""18"",""20"",""142"",""18"",""20"",""142"",""19"",""20"",""142"",""17"",""20"",""142"",""19"",""20"",""142"",""19"",""20"",""142"",""18"",""20"",""142"",""20"",""20"",""142"",""19"",""20"",""142"",""18"",""20"",""142"",""20"",""20"",""142"",""15"",""20"",""142"",""16"",""20"",""142"",""19"",""20"",""142"",""19"",""20"",""142"",""18"",""20"",""142"",""18"",""20"",""142"",""15"",""20"",""142"",""19"",""20"",""142"",""20"",""20"",""142"",""19"",""20"",""142"",""18"",""20"",""142"",""20"",""20"",""142"",""19"",""20"",""142"",""18"",""20"",""142"""
",""10"",""20"",""143"",""14"",""20"",""143"",""15"",""20"",""143"",""16"",""20"",""143"",""12"",""20"",""143"",""12"",""20"",""143"",""12"",""20"",""143"",""6"",""20"",""143"",""11"",""20"",""143"",""11"",""20"",""143"",""20"",""20"",""143"",""19"",""20"",""143"",""14"",""20"",""143"",""14"",""20"",""143"",""13"",""20"",""143"",""17"",""20"",""143"",""16"",""20"",""143"",""17"",""20"",""143"",""14"",""20"",""143"",""17"",""20"",""143"",""19"",""20"",""143"",""17"",""20"",""143"",""19"",""20"",""143"",""17"",""20"",""143"",""19"",""20"",""143"",""18"",""20"",""143"",""18"",""20"",""143"",""19"",""20"",""143"",""17"",""20"",""143"",""19"",""20"",""143"",""19"",""20"",""143"",""18"",""20"",""143"",""20"",""20"",""143"",""19"",""20"",""143"",""18"",""20"",""143"",""20"",""20"",""143"",""15"",""20"",""143"",""16"",""20"",""143"",""19"",""20"",""143"",""19"",""20"",""143"",""18"",""20"",""143"",""18"",""20"",""143"",""15"",""20"",""143"",""19"",""20"",""143"",""20"",""20"",""143"",""19"",""20"",""143"",""18"",""20"",""143"",""20"",""20"",""143"",""19"",""20"",""143"",""18"",""20"",""143"""
",""10"",""20"",""144"",""14"",""20"",""144"",""15"",""20"",""144"",""16"",""20"",""144"",""12"",""20"",""144"",""11"",""20"",""144"",""12"",""20"",""144"",""6"",""20"",""144"",""11"",""20"",""144"",""11"",""20"",""144"",""20"",""20"",""144"",""19"",""20"",""144"",""14"",""20"",""144"",""14"",""20"",""144"",""13"",""20"",""144"",""17"",""20"",""144"",""16"",""20"",""144"",""17"",""20"",""144"",""14"",""20"",""144"",""17"",""20"",""144"",""19"",""20"",""144"",""17"",""20"",""144"",""19"",""20"",""144"",""17"",""20"",""144"",""19"",""20"",""144"",""18"",""20"",""144"",""18"",""20"",""144"",""19"",""20"",""144"",""17"",""20"",""144"",""19"",""20"",""144"",""19"",""20"",""144"",""18"",""20"",""144"",""20"",""20"",""144"",""19"",""20"",""144"",""18"",""20"",""144"",""20"",""20"",""144"",""15"",""20"",""144"",""16"",""20"",""144"",""19"",""20"",""144"",""19"",""20"",""144"",""18"",""20"",""144"",""18"",""20"",""144"",""15"",""20"",""144"",""19"",""20"",""144"",""20"",""20"",""144"",""19"",""20"",""144"",""18"",""20"",""144"",""20"",""20"",""144"",""19"",""20"",""144"",""18"",""20"",""144"""
",""10"",""20"",""145"",""14"",""20"",""145"",""15"",""20"",""145"",""16"",""20"",""145"",""12"",""20"",""145"",""11"",""20"",""145"",""12"",""20"",""145"",""6"",""20"",""145"",""11"",""20"",""145"",""11"",""20"",""145"",""20"",""20"",""145"",""19"",""20"",""145"",""14"",""20"",""145"",""14"",""20"",""145"",""13"",""20"",""145"",""17"",""20"",""145"",""16"",""20"",""145"",""17"",""20"",""145"",""14"",""20"",""145"",""17"",""20"",""145"",""19"",""20"",""145"",""17"",""20"",""145"",""19"",""20"",""145"",""17"",""20"",""145"",""19"",""20"",""145"",""18"",""20"",""145"",""18"",""20"",""145"",""19"",""20"",""145"",""17"",""20"",""145"",""19"",""20"",""145"",""19"",""20"",""145"",""18"",""20"",""145"",""20"",""20"",""145"",""19"",""20"",""145"",""18"",""20"",""145"",""20"",""20"",""145"",""15"",""20"",""145"",""16"",""20"",""145"",""19"",""20"",""145"",""19"",""20"",""145"",""18"",""20"",""145"",""18"",""20"",""145"",""15"",""20"",""145"",""19"",""20"",""145"",""20"",""20"",""145"",""19"",""20"",""145"",""18"",""20"",""145"",""20"",""20"",""145"",""19"",""20"",""145"",""18"",""20"",""145"""
",""10"",""20"",""146"",""14"",""20"",""146"",""15"",""20"",""146"",""16"",""20"",""146"",""12"",""20"",""146"",""11"",""20"",""146"",""12"",""20"",""146"",""6"",""20"",""146"",""11"",""20"",""146"",""11"",""20"",""146"",""20"",""20"",""146"",""19"",""20"",""146"",""14"",""20"",""146"",""14"",""20"",""146"",""13"",""20"",""146"",""17"",""20"",""146"",""16"",""20"",""146"",""17"",""20"",""146"",""14"",""20"",""146"",""17"",""20"",""146"",""19"",""20"",""146"",""17"",""20"",""146"",""19"",""20"",""146"",""17"",""20"",""146"",""19"",""20"",""146"",""18"",""20"",""146"",""18"",""20"",""146"",""19"",""20"",""146"",""17"",""20"",""146"",""19"",""20"",""146"",""19"",""20"",""146"",""18"",""20"",""146"",""20"",""20"",""146"",""19"",""20"",""146"",""18"",""20"",""146"",""20"",""20"",""146"",""15"",""20"",""146"",""16"",""20"",""146"",""19"",""20"",""146"",""19"",""20"",""146"",""18"",""20"",""146"",""18"",""20"",""146"",""15"",""20"",""146"",""19"",""20"",""146"",""20"",""20"",""146"",""19"",""20"",""146"",""18"",""20"",""146"",""20"",""20"",""146"",""19"",""20"",""146"",""18"",""20"",""146"""
",""10"",""20"",""147"",""14"",""20"",""147"",""15"",""20"",""147"",""16"",""20"",""147"",""12"",""20"",""147"",""11"",""20"",""147"",""12"",""20"",""147"",""6"",""20"",""147"",""9"",""20"",""147"",""10"",""20"",""147"",""20"",""20"",""147"",""19"",""20"",""147"",""14"",""20"",""147"",""14"",""20"",""147"",""13"",""20"",""147"",""16"",""20"",""147"",""16"",""20"",""147"",""17"",""20"",""147"",""14"",""20"",""147"",""17"",""20"",""147"",""19"",""20"",""147"",""17"",""20"",""147"",""19"",""20"",""147"",""17"",""20"",""147"",""19"",""20"",""147"",""18"",""20"",""147"",""18"",""20"",""147"",""19"",""20"",""147"",""17"",""20"",""147"",""19"",""20"",""147"",""19"",""20"",""147"",""18"",""20"",""147"",""20"",""20"",""147"",""19"",""20"",""147"",""18"",""20"",""147"",""20"",""20"",""147"",""15"",""20"",""147"",""16"",""20"",""147"",""19"",""20"",""147"",""19"",""20"",""147"",""18"",""20"",""147"",""18"",""20"",""147"",""15"",""20"",""147"",""19"",""20"",""147"",""20"",""20"",""147"",""19"",""20"",""147"",""18"",""20"",""147"",""20"",""20"",""147"",""19"",""20"",""147"",""18"",""20"",""147"""
",""10"",""20"",""148"",""14"",""20"",""148"",""15"",""20"",""148"",""16"",""20"",""148"",""12"",""20"",""148"",""10"",""20"",""148"",""12"",""20"",""148"",""6"",""20"",""148"",""9"",""20"",""148"",""10"",""20"",""148"",""20"",""20"",""148"",""19"",""20"",""148"",""14"",""20"",""148"",""14"",""20"",""148"",""13"",""20"",""148"",""16"",""20"",""148"",""16"",""20"",""148"",""17"",""20"",""148"",""14"",""20"",""148"",""17"",""20"",""148"",""19"",""20"",""148"",""17"",""20"",""148"",""19"",""20"",""148"",""17"",""20"",""148"",""19"",""20"",""148"",""18"",""20"",""148"",""18"",""20"",""148"",""19"",""20"",""148"",""17"",""20"",""148"",""19"",""20"",""148"",""19"",""20"",""148"",""18"",""20"",""148"",""20"",""20"",""148"",""19"",""20"",""148"",""18"",""20"",""148"",""20"",""20"",""148"",""15"",""20"",""148"",""16"",""20"",""148"",""19"",""20"",""148"",""19"",""20"",""148"",""18"",""20"",""148"",""18"",""20"",""148"",""15"",""20"",""148"",""19"",""20"",""148"",""20"",""20"",""148"",""19"",""20"",""148"",""18"",""20"",""148"",""20"",""20"",""148"",""19"",""20"",""148"",""18"",""20"",""148"""
",""10"",""20"",""149"",""14"",""20"",""149"",""15"",""20"",""149"",""16"",""20"",""149"",""12"",""20"",""149"",""10"",""20"",""149"",""12"",""20"",""149"",""6"",""20"",""149"",""9"",""20"",""149"",""10"",""20"",""149"",""20"",""20"",""149"",""19"",""20"",""149"",""14"",""20"",""149"",""14"",""20"",""149"",""13"",""20"",""149"",""16"",""20"",""149"",""16"",""20"",""149"",""17"",""20"",""149"",""14"",""20"",""149"",""17"",""20"",""149"",""19"",""20"",""149"",""17"",""20"",""149"",""19"",""20"",""149"",""17"",""20"",""149"",""19"",""20"",""149"",""18"",""20"",""149"",""18"",""20"",""149"",""19"",""20"",""149"",""17"",""20"",""149"",""19"",""20"",""149"",""19"",""20"",""149"",""18"",""20"",""149"",""20"",""20"",""149"",""19"",""20"",""149"",""18"",""20"",""149"",""20"",""20"",""149"",""15"",""20"",""149"",""16"",""20"",""149"",""19"",""20"",""149"",""19"",""20"",""149"",""18"",""20"",""149"",""18"",""20"",""149"",""15"",""20"",""149"",""19"",""20"",""149"",""20"",""20"",""149"",""19"",""20"",""149"",""18"",""20"",""149"",""20"",""20"",""149"",""19"",""20"",""149"",""18"",""20"",""149"""
",""10"",""20"",""150"",""14"",""20"",""150"",""14"",""20"",""150"",""15"",""20"",""150"",""12"",""20"",""150"",""10"",""20"",""150"",""12"",""20"",""150"",""6"",""20"",""150"",""9"",""20"",""150"",""10"",""20"",""150"",""20"",""20"",""150"",""19"",""20"",""150"",""14"",""20"",""150"",""14"",""20"",""150"",""13"",""20"",""150"",""16"",""20"",""150"",""16"",""20"",""150"",""17"",""20"",""150"",""14"",""20"",""150"",""17"",""20"",""150"",""19"",""20"",""150"",""17"",""20"",""150"",""19"",""20"",""150"",""16"",""20"",""150"",""19"",""20"",""150"",""18"",""20"",""150"",""18"",""20"",""150"",""19"",""20"",""150"",""17"",""20"",""150"",""19"",""20"",""150"",""19"",""20"",""150"",""18"",""20"",""150"",""20"",""20"",""150"",""19"",""20"",""150"",""18"",""20"",""150"",""20"",""20"",""150"",""15"",""20"",""150"",""16"",""20"",""150"",""19"",""20"",""150"",""19"",""20"",""150"",""18"",""20"",""150"",""18"",""20"",""150"",""15"",""20"",""150"",""19"",""20"",""150"",""20"",""20"",""150"",""19"",""20"",""150"",""18"",""20"",""150"",""20"",""20"",""150"",""19"",""20"",""150"",""18"",""20"",""150"""
",""10"",""20"",""151"",""14"",""20"",""151"",""14"",""20"",""151"",""15"",""20"",""151"",""12"",""20"",""151"",""10"",""20"",""151"",""12"",""20"",""151"",""6"",""20"",""151"",""9"",""20"",""151"",""10"",""20"",""151"",""19"",""20"",""151"",""19"",""20"",""151"",""14"",""20"",""151"",""14"",""20"",""151"",""13"",""20"",""151"",""16"",""20"",""151"",""16"",""20"",""151"",""17"",""20"",""151"",""14"",""20"",""151"",""17"",""20"",""151"",""19"",""20"",""151"",""17"",""20"",""151"",""19"",""20"",""151"",""16"",""20"",""151"",""19"",""20"",""151"",""18"",""20"",""151"",""18"",""20"",""151"",""18"",""20"",""151"",""17"",""20"",""151"",""19"",""20"",""151"",""19"",""20"",""151"",""18"",""20"",""151"",""20"",""20"",""151"",""19"",""20"",""151"",""18"",""20"",""151"",""20"",""20"",""151"",""15"",""20"",""151"",""16"",""20"",""151"",""19"",""20"",""151"",""19"",""20"",""151"",""18"",""20"",""151"",""18"",""20"",""151"",""15"",""20"",""151"",""19"",""20"",""151"",""20"",""20"",""151"",""18"",""20"",""151"",""18"",""20"",""151"",""20"",""20"",""151"",""19"",""20"",""151"",""18"",""20"",""151"""
",""10"",""20"",""152"",""14"",""20"",""152"",""14"",""20"",""152"",""15"",""20"",""152"",""12"",""20"",""152"",""10"",""20"",""152"",""12"",""20"",""152"",""6"",""20"",""152"",""9"",""20"",""152"",""10"",""20"",""152"",""18"",""20"",""152"",""19"",""20"",""152"",""14"",""20"",""152"",""14"",""20"",""152"",""13"",""20"",""152"",""16"",""20"",""152"",""16"",""20"",""152"",""17"",""20"",""152"",""14"",""20"",""152"",""17"",""20"",""152"",""19"",""20"",""152"",""17"",""20"",""152"",""19"",""20"",""152"",""16"",""20"",""152"",""19"",""20"",""152"",""18"",""20"",""152"",""18"",""20"",""152"",""18"",""20"",""152"",""17"",""20"",""152"",""19"",""20"",""152"",""19"",""20"",""152"",""18"",""20"",""152"",""20"",""20"",""152"",""19"",""20"",""152"",""18"",""20"",""152"",""20"",""20"",""152"",""15"",""20"",""152"",""16"",""20"",""152"",""19"",""20"",""152"",""19"",""20"",""152"",""18"",""20"",""152"",""18"",""20"",""152"",""15"",""20"",""152"",""18"",""20"",""152"",""20"",""20"",""152"",""18"",""20"",""152"",""18"",""20"",""152"",""20"",""20"",""152"",""19"",""20"",""152"",""18"",""20"",""152"""
",""10"",""20"",""153"",""14"",""20"",""153"",""14"",""20"",""153"",""15"",""20"",""153"",""12"",""20"",""153"",""10"",""20"",""153"",""12"",""20"",""153"",""6"",""20"",""153"",""9"",""20"",""153"",""10"",""20"",""153"",""18"",""20"",""153"",""19"",""20"",""153"",""14"",""20"",""153"",""14"",""20"",""153"",""13"",""20"",""153"",""16"",""20"",""153"",""15"",""20"",""153"",""17"",""20"",""153"",""14"",""20"",""153"",""17"",""20"",""153"",""19"",""20"",""153"",""17"",""20"",""153"",""19"",""20"",""153"",""16"",""20"",""153"",""19"",""20"",""153"",""18"",""20"",""153"",""18"",""20"",""153"",""18"",""20"",""153"",""17"",""20"",""153"",""19"",""20"",""153"",""19"",""20"",""153"",""18"",""20"",""153"",""20"",""20"",""153"",""19"",""20"",""153"",""18"",""20"",""153"",""20"",""20"",""153"",""15"",""20"",""153"",""16"",""20"",""153"",""19"",""20"",""153"",""19"",""20"",""153"",""17"",""20"",""153"",""18"",""20"",""153"",""15"",""20"",""153"",""18"",""20"",""153"",""20"",""20"",""153"",""18"",""20"",""153"",""18"",""20"",""153"",""20"",""20"",""153"",""19"",""20"",""153"",""18"",""20"",""153"""
",""10"",""20"",""154"",""14"",""20"",""154"",""14"",""20"",""154"",""15"",""20"",""154"",""12"",""20"",""154"",""10"",""20"",""154"",""12"",""20"",""154"",""6"",""20"",""154"",""9"",""20"",""154"",""10"",""20"",""154"",""18"",""20"",""154"",""19"",""20"",""154"",""14"",""20"",""154"",""14"",""20"",""154"",""13"",""20"",""154"",""16"",""20"",""154"",""15"",""20"",""154"",""17"",""20"",""154"",""14"",""20"",""154"",""17"",""20"",""154"",""19"",""20"",""154"",""17"",""20"",""154"",""19"",""20"",""154"",""16"",""20"",""154"",""19"",""20"",""154"",""18"",""20"",""154"",""18"",""20"",""154"",""18"",""20"",""154"",""17"",""20"",""154"",""19"",""20"",""154"",""19"",""20"",""154"",""18"",""20"",""154"",""20"",""20"",""154"",""19"",""20"",""154"",""18"",""20"",""154"",""20"",""20"",""154"",""15"",""20"",""154"",""16"",""20"",""154"",""19"",""20"",""154"",""19"",""20"",""154"",""17"",""20"",""154"",""18"",""20"",""154"",""15"",""20"",""154"",""18"",""20"",""154"",""20"",""20"",""154"",""18"",""20"",""154"",""18"",""20"",""154"",""20"",""20"",""154"",""19"",""20"",""154"",""18"",""20"",""154"""
",""10"",""20"",""155"",""14"",""20"",""155"",""14"",""20"",""155"",""15"",""20"",""155"",""12"",""20"",""155"",""10"",""20"",""155"",""12"",""20"",""155"",""6"",""20"",""155"",""9"",""20"",""155"",""10"",""20"",""155"",""18"",""20"",""155"",""19"",""20"",""155"",""14"",""20"",""155"",""14"",""20"",""155"",""13"",""20"",""155"",""16"",""20"",""155"",""15"",""20"",""155"",""17"",""20"",""155"",""14"",""20"",""155"",""17"",""20"",""155"",""19"",""20"",""155"",""17"",""20"",""155"",""19"",""20"",""155"",""16"",""20"",""155"",""19"",""20"",""155"",""18"",""20"",""155"",""18"",""20"",""155"",""18"",""20"",""155"",""17"",""20"",""155"",""19"",""20"",""155"",""19"",""20"",""155"",""18"",""20"",""155"",""20"",""20"",""155"",""19"",""20"",""155"",""18"",""20"",""155"",""20"",""20"",""155"",""15"",""20"",""155"",""16"",""20"",""155"",""19"",""20"",""155"",""19"",""20"",""155"",""16"",""20"",""155"",""18"",""20"",""155"",""15"",""20"",""155"",""18"",""20"",""155"",""20"",""20"",""155"",""18"",""20"",""155"",""18"",""20"",""155"",""20"",""20"",""155"",""19"",""20"",""155"",""18"",""20"",""155"""
