BehaviorSpace results (NetLogo 6.1.1)
tpV2.nlogo
hipotese3_d5_20_20
11/11/2021 13:25:05:536 +0000
"min-pxcor,""max-pxcor"",""min-pycor"",""max-pycor"""
"-16,""16"",""-16"",""16"""
"[run number],""1"",""1"",""1"",""2"",""2"",""2"",""3"",""3"",""3"",""4"",""4"",""4"",""5"",""5"",""5"",""6"",""6"",""6"",""7"",""7"",""7"",""8"",""8"",""8"",""9"",""9"",""9"",""10"",""10"",""10"",""11"",""11"",""11"",""12"",""12"",""12"",""13"",""13"",""13"",""14"",""14"",""14"",""15"",""15"",""15"",""16"",""16"",""16"",""17"",""17"",""17"",""18"",""18"",""18"",""19"",""19"",""19"",""20"",""20"",""20"",""21"",""21"",""21"",""22"",""22"",""22"",""23"",""23"",""23"",""24"",""24"",""24"",""25"",""25"",""25"",""26"",""26"",""26"",""27"",""27"",""27"",""28"",""28"",""28"",""29"",""29"",""29"",""30"",""30"",""30"",""31"",""31"",""31"",""32"",""32"",""32"",""33"",""33"",""33"",""34"",""34"",""34"",""35"",""35"",""35"",""36"",""36"",""36"",""37"",""37"",""37"",""38"",""38"",""38"",""39"",""39"",""39"",""40"",""40"",""40"",""41"",""41"",""41"",""42"",""42"",""42"",""43"",""43"",""43"",""44"",""44"",""44"",""45"",""45"",""45"",""46"",""46"",""46"",""47"",""47"",""47"",""48"",""48"",""48"",""49"",""49"",""49"",""50"",""50"",""50"""
",""15"",""20"",""97"",""16"",""20"",""97"",""13"",""20"",""97"",""15"",""20"",""97"",""15"",""20"",""97"",""18"",""20"",""97"",""16"",""20"",""97"",""20"",""20"",""97"",""19"",""20"",""97"",""14"",""20"",""97"",""19"",""20"",""97"",""18"",""20"",""97"",""18"",""20"",""97"",""19"",""20"",""97"",""20"",""20"",""97"",""19"",""20"",""97"",""14"",""20"",""97"",""16"",""20"",""97"",""18"",""20"",""97"",""20"",""20"",""97"",""19"",""20"",""97"",""18"",""20"",""97"",""19"",""20"",""97"",""17"",""20"",""97"",""19"",""20"",""97"",""19"",""20"",""97"",""19"",""20"",""97"",""17"",""20"",""97"",""20"",""20"",""97"",""16"",""20"",""97"",""19"",""20"",""97"",""18"",""20"",""97"",""20"",""20"",""97"",""17"",""20"",""97"",""18"",""20"",""97"",""19"",""20"",""97"",""20"",""20"",""97"",""20"",""20"",""97"",""19"",""20"",""97"",""19"",""20"",""97"",""19"",""20"",""97"",""20"",""20"",""97"",""18"",""20"",""97"",""19"",""20"",""97"",""20"",""20"",""97"",""17"",""20"",""97"",""20"",""20"",""97"",""18"",""20"",""97"",""19"",""20"",""97"",""20"",""20"",""97"""
",""15"",""20"",""98"",""16"",""20"",""98"",""13"",""20"",""98"",""15"",""20"",""98"",""15"",""20"",""98"",""18"",""20"",""98"",""16"",""20"",""98"",""20"",""20"",""98"",""19"",""20"",""98"",""14"",""20"",""98"",""19"",""20"",""98"",""18"",""20"",""98"",""18"",""20"",""98"",""19"",""20"",""98"",""20"",""20"",""98"",""19"",""20"",""98"",""14"",""20"",""98"",""16"",""20"",""98"",""18"",""20"",""98"",""20"",""20"",""98"",""19"",""20"",""98"",""18"",""20"",""98"",""19"",""20"",""98"",""17"",""20"",""98"",""19"",""20"",""98"",""19"",""20"",""98"",""19"",""20"",""98"",""17"",""20"",""98"",""19"",""20"",""98"",""16"",""20"",""98"",""19"",""20"",""98"",""18"",""20"",""98"",""20"",""20"",""98"",""17"",""20"",""98"",""18"",""20"",""98"",""19"",""20"",""98"",""20"",""20"",""98"",""20"",""20"",""98"",""19"",""20"",""98"",""18"",""20"",""98"",""19"",""20"",""98"",""20"",""20"",""98"",""18"",""20"",""98"",""19"",""20"",""98"",""20"",""20"",""98"",""17"",""20"",""98"",""20"",""20"",""98"",""18"",""20"",""98"",""19"",""20"",""98"",""20"",""20"",""98"""
",""15"",""20"",""99"",""16"",""20"",""99"",""12"",""20"",""99"",""15"",""20"",""99"",""15"",""20"",""99"",""18"",""20"",""99"",""16"",""20"",""99"",""18"",""20"",""99"",""19"",""20"",""99"",""14"",""20"",""99"",""19"",""20"",""99"",""18"",""20"",""99"",""18"",""20"",""99"",""19"",""20"",""99"",""20"",""20"",""99"",""19"",""20"",""99"",""14"",""20"",""99"",""16"",""20"",""99"",""18"",""20"",""99"",""20"",""20"",""99"",""19"",""20"",""99"",""17"",""20"",""99"",""19"",""20"",""99"",""17"",""20"",""99"",""19"",""20"",""99"",""19"",""20"",""99"",""19"",""20"",""99"",""17"",""20"",""99"",""19"",""20"",""99"",""16"",""20"",""99"",""19"",""20"",""99"",""18"",""20"",""99"",""20"",""20"",""99"",""17"",""20"",""99"",""18"",""20"",""99"",""19"",""20"",""99"",""20"",""20"",""99"",""20"",""20"",""99"",""19"",""20"",""99"",""18"",""20"",""99"",""19"",""20"",""99"",""20"",""20"",""99"",""18"",""20"",""99"",""19"",""20"",""99"",""20"",""20"",""99"",""17"",""20"",""99"",""20"",""20"",""99"",""18"",""20"",""99"",""19"",""20"",""99"",""20"",""20"",""99"""
",""15"",""20"",""100"",""16"",""20"",""100"",""12"",""20"",""100"",""15"",""20"",""100"",""15"",""20"",""100"",""18"",""20"",""100"",""16"",""20"",""100"",""18"",""20"",""100"",""19"",""20"",""100"",""14"",""20"",""100"",""19"",""20"",""100"",""18"",""20"",""100"",""18"",""20"",""100"",""19"",""20"",""100"",""20"",""20"",""100"",""19"",""20"",""100"",""14"",""20"",""100"",""16"",""20"",""100"",""18"",""20"",""100"",""20"",""20"",""100"",""19"",""20"",""100"",""17"",""20"",""100"",""19"",""20"",""100"",""17"",""20"",""100"",""19"",""20"",""100"",""19"",""20"",""100"",""19"",""20"",""100"",""17"",""20"",""100"",""19"",""20"",""100"",""16"",""20"",""100"",""19"",""20"",""100"",""18"",""20"",""100"",""20"",""20"",""100"",""17"",""20"",""100"",""18"",""20"",""100"",""19"",""20"",""100"",""20"",""20"",""100"",""20"",""20"",""100"",""19"",""20"",""100"",""18"",""20"",""100"",""19"",""20"",""100"",""20"",""20"",""100"",""18"",""20"",""100"",""19"",""20"",""100"",""20"",""20"",""100"",""17"",""20"",""100"",""20"",""20"",""100"",""18"",""20"",""100"",""19"",""20"",""100"",""20"",""20"",""100"""
",""15"",""20"",""101"",""16"",""20"",""101"",""12"",""20"",""101"",""15"",""20"",""101"",""15"",""20"",""101"",""18"",""20"",""101"",""16"",""20"",""101"",""18"",""20"",""101"",""19"",""20"",""101"",""14"",""20"",""101"",""19"",""20"",""101"",""18"",""20"",""101"",""18"",""20"",""101"",""19"",""20"",""101"",""20"",""20"",""101"",""19"",""20"",""101"",""14"",""20"",""101"",""16"",""20"",""101"",""18"",""20"",""101"",""20"",""20"",""101"",""19"",""20"",""101"",""17"",""20"",""101"",""19"",""20"",""101"",""17"",""20"",""101"",""19"",""20"",""101"",""19"",""20"",""101"",""19"",""20"",""101"",""17"",""20"",""101"",""19"",""20"",""101"",""16"",""20"",""101"",""19"",""20"",""101"",""18"",""20"",""101"",""20"",""20"",""101"",""17"",""20"",""101"",""18"",""20"",""101"",""19"",""20"",""101"",""20"",""20"",""101"",""20"",""20"",""101"",""19"",""20"",""101"",""18"",""20"",""101"",""19"",""20"",""101"",""20"",""20"",""101"",""18"",""20"",""101"",""19"",""20"",""101"",""20"",""20"",""101"",""17"",""20"",""101"",""19"",""20"",""101"",""18"",""20"",""101"",""19"",""20"",""101"",""20"",""20"",""101"""
",""15"",""20"",""102"",""16"",""20"",""102"",""12"",""20"",""102"",""15"",""20"",""102"",""15"",""20"",""102"",""18"",""20"",""102"",""16"",""20"",""102"",""18"",""20"",""102"",""18"",""20"",""102"",""14"",""20"",""102"",""19"",""20"",""102"",""18"",""20"",""102"",""18"",""20"",""102"",""19"",""20"",""102"",""20"",""20"",""102"",""19"",""20"",""102"",""14"",""20"",""102"",""16"",""20"",""102"",""18"",""20"",""102"",""20"",""20"",""102"",""19"",""20"",""102"",""17"",""20"",""102"",""19"",""20"",""102"",""17"",""20"",""102"",""19"",""20"",""102"",""19"",""20"",""102"",""19"",""20"",""102"",""17"",""20"",""102"",""19"",""20"",""102"",""16"",""20"",""102"",""19"",""20"",""102"",""18"",""20"",""102"",""20"",""20"",""102"",""17"",""20"",""102"",""18"",""20"",""102"",""19"",""20"",""102"",""20"",""20"",""102"",""20"",""20"",""102"",""19"",""20"",""102"",""18"",""20"",""102"",""19"",""20"",""102"",""20"",""20"",""102"",""18"",""20"",""102"",""19"",""20"",""102"",""20"",""20"",""102"",""17"",""20"",""102"",""19"",""20"",""102"",""18"",""20"",""102"",""19"",""20"",""102"",""20"",""20"",""102"""
",""15"",""20"",""103"",""16"",""20"",""103"",""12"",""20"",""103"",""15"",""20"",""103"",""15"",""20"",""103"",""18"",""20"",""103"",""16"",""20"",""103"",""18"",""20"",""103"",""18"",""20"",""103"",""14"",""20"",""103"",""19"",""20"",""103"",""18"",""20"",""103"",""18"",""20"",""103"",""19"",""20"",""103"",""20"",""20"",""103"",""19"",""20"",""103"",""14"",""20"",""103"",""16"",""20"",""103"",""18"",""20"",""103"",""20"",""20"",""103"",""19"",""20"",""103"",""17"",""20"",""103"",""19"",""20"",""103"",""17"",""20"",""103"",""19"",""20"",""103"",""19"",""20"",""103"",""19"",""20"",""103"",""17"",""20"",""103"",""19"",""20"",""103"",""16"",""20"",""103"",""19"",""20"",""103"",""18"",""20"",""103"",""20"",""20"",""103"",""17"",""20"",""103"",""18"",""20"",""103"",""19"",""20"",""103"",""20"",""20"",""103"",""20"",""20"",""103"",""19"",""20"",""103"",""18"",""20"",""103"",""19"",""20"",""103"",""20"",""20"",""103"",""18"",""20"",""103"",""19"",""20"",""103"",""20"",""20"",""103"",""17"",""20"",""103"",""19"",""20"",""103"",""18"",""20"",""103"",""19"",""20"",""103"",""20"",""20"",""103"""
",""15"",""20"",""104"",""16"",""20"",""104"",""12"",""20"",""104"",""15"",""20"",""104"",""15"",""20"",""104"",""18"",""20"",""104"",""16"",""20"",""104"",""18"",""20"",""104"",""18"",""20"",""104"",""14"",""20"",""104"",""19"",""20"",""104"",""18"",""20"",""104"",""18"",""20"",""104"",""19"",""20"",""104"",""20"",""20"",""104"",""19"",""20"",""104"",""14"",""20"",""104"",""16"",""20"",""104"",""18"",""20"",""104"",""20"",""20"",""104"",""19"",""20"",""104"",""17"",""20"",""104"",""19"",""20"",""104"",""16"",""20"",""104"",""19"",""20"",""104"",""19"",""20"",""104"",""19"",""20"",""104"",""17"",""20"",""104"",""19"",""20"",""104"",""16"",""20"",""104"",""19"",""20"",""104"",""18"",""20"",""104"",""20"",""20"",""104"",""17"",""20"",""104"",""18"",""20"",""104"",""19"",""20"",""104"",""20"",""20"",""104"",""20"",""20"",""104"",""19"",""20"",""104"",""18"",""20"",""104"",""19"",""20"",""104"",""20"",""20"",""104"",""18"",""20"",""104"",""19"",""20"",""104"",""20"",""20"",""104"",""17"",""20"",""104"",""19"",""20"",""104"",""18"",""20"",""104"",""19"",""20"",""104"",""20"",""20"",""104"""
",""15"",""20"",""105"",""15"",""20"",""105"",""12"",""20"",""105"",""15"",""20"",""105"",""15"",""20"",""105"",""18"",""20"",""105"",""16"",""20"",""105"",""18"",""20"",""105"",""18"",""20"",""105"",""14"",""20"",""105"",""19"",""20"",""105"",""18"",""20"",""105"",""18"",""20"",""105"",""19"",""20"",""105"",""20"",""20"",""105"",""19"",""20"",""105"",""14"",""20"",""105"",""16"",""20"",""105"",""18"",""20"",""105"",""20"",""20"",""105"",""19"",""20"",""105"",""17"",""20"",""105"",""19"",""20"",""105"",""16"",""20"",""105"",""19"",""20"",""105"",""19"",""20"",""105"",""19"",""20"",""105"",""17"",""20"",""105"",""19"",""20"",""105"",""16"",""20"",""105"",""19"",""20"",""105"",""18"",""20"",""105"",""20"",""20"",""105"",""17"",""20"",""105"",""18"",""20"",""105"",""19"",""20"",""105"",""20"",""20"",""105"",""20"",""20"",""105"",""19"",""20"",""105"",""18"",""20"",""105"",""19"",""20"",""105"",""20"",""20"",""105"",""18"",""20"",""105"",""19"",""20"",""105"",""20"",""20"",""105"",""17"",""20"",""105"",""19"",""20"",""105"",""18"",""20"",""105"",""19"",""20"",""105"",""20"",""20"",""105"""
",""15"",""20"",""106"",""15"",""20"",""106"",""12"",""20"",""106"",""14"",""20"",""106"",""15"",""20"",""106"",""18"",""20"",""106"",""16"",""20"",""106"",""18"",""20"",""106"",""18"",""20"",""106"",""14"",""20"",""106"",""19"",""20"",""106"",""18"",""20"",""106"",""18"",""20"",""106"",""19"",""20"",""106"",""20"",""20"",""106"",""19"",""20"",""106"",""14"",""20"",""106"",""16"",""20"",""106"",""18"",""20"",""106"",""20"",""20"",""106"",""19"",""20"",""106"",""17"",""20"",""106"",""19"",""20"",""106"",""16"",""20"",""106"",""19"",""20"",""106"",""19"",""20"",""106"",""19"",""20"",""106"",""17"",""20"",""106"",""19"",""20"",""106"",""16"",""20"",""106"",""19"",""20"",""106"",""18"",""20"",""106"",""20"",""20"",""106"",""17"",""20"",""106"",""18"",""20"",""106"",""19"",""20"",""106"",""20"",""20"",""106"",""20"",""20"",""106"",""19"",""20"",""106"",""18"",""20"",""106"",""19"",""20"",""106"",""20"",""20"",""106"",""18"",""20"",""106"",""19"",""20"",""106"",""20"",""20"",""106"",""17"",""20"",""106"",""19"",""20"",""106"",""18"",""20"",""106"",""19"",""20"",""106"",""20"",""20"",""106"""
",""14"",""20"",""107"",""15"",""20"",""107"",""12"",""20"",""107"",""14"",""20"",""107"",""14"",""20"",""107"",""18"",""20"",""107"",""16"",""20"",""107"",""18"",""20"",""107"",""18"",""20"",""107"",""14"",""20"",""107"",""19"",""20"",""107"",""18"",""20"",""107"",""18"",""20"",""107"",""19"",""20"",""107"",""20"",""20"",""107"",""19"",""20"",""107"",""14"",""20"",""107"",""16"",""20"",""107"",""18"",""20"",""107"",""20"",""20"",""107"",""19"",""20"",""107"",""17"",""20"",""107"",""19"",""20"",""107"",""16"",""20"",""107"",""19"",""20"",""107"",""19"",""20"",""107"",""19"",""20"",""107"",""17"",""20"",""107"",""19"",""20"",""107"",""16"",""20"",""107"",""19"",""20"",""107"",""18"",""20"",""107"",""20"",""20"",""107"",""17"",""20"",""107"",""18"",""20"",""107"",""19"",""20"",""107"",""20"",""20"",""107"",""20"",""20"",""107"",""19"",""20"",""107"",""18"",""20"",""107"",""19"",""20"",""107"",""20"",""20"",""107"",""18"",""20"",""107"",""19"",""20"",""107"",""20"",""20"",""107"",""17"",""20"",""107"",""19"",""20"",""107"",""18"",""20"",""107"",""19"",""20"",""107"",""20"",""20"",""107"""
",""14"",""20"",""108"",""15"",""20"",""108"",""12"",""20"",""108"",""14"",""20"",""108"",""14"",""20"",""108"",""18"",""20"",""108"",""16"",""20"",""108"",""17"",""20"",""108"",""18"",""20"",""108"",""14"",""20"",""108"",""19"",""20"",""108"",""18"",""20"",""108"",""18"",""20"",""108"",""19"",""20"",""108"",""20"",""20"",""108"",""19"",""20"",""108"",""14"",""20"",""108"",""16"",""20"",""108"",""18"",""20"",""108"",""20"",""20"",""108"",""19"",""20"",""108"",""17"",""20"",""108"",""19"",""20"",""108"",""16"",""20"",""108"",""19"",""20"",""108"",""19"",""20"",""108"",""19"",""20"",""108"",""17"",""20"",""108"",""19"",""20"",""108"",""16"",""20"",""108"",""19"",""20"",""108"",""18"",""20"",""108"",""20"",""20"",""108"",""17"",""20"",""108"",""18"",""20"",""108"",""19"",""20"",""108"",""20"",""20"",""108"",""20"",""20"",""108"",""19"",""20"",""108"",""18"",""20"",""108"",""19"",""20"",""108"",""20"",""20"",""108"",""18"",""20"",""108"",""19"",""20"",""108"",""20"",""20"",""108"",""17"",""20"",""108"",""19"",""20"",""108"",""18"",""20"",""108"",""19"",""20"",""108"",""20"",""20"",""108"""
",""14"",""20"",""109"",""15"",""20"",""109"",""12"",""20"",""109"",""14"",""20"",""109"",""14"",""20"",""109"",""18"",""20"",""109"",""16"",""20"",""109"",""17"",""20"",""109"",""18"",""20"",""109"",""14"",""20"",""109"",""19"",""20"",""109"",""18"",""20"",""109"",""18"",""20"",""109"",""19"",""20"",""109"",""20"",""20"",""109"",""19"",""20"",""109"",""14"",""20"",""109"",""16"",""20"",""109"",""18"",""20"",""109"",""20"",""20"",""109"",""19"",""20"",""109"",""17"",""20"",""109"",""19"",""20"",""109"",""16"",""20"",""109"",""19"",""20"",""109"",""19"",""20"",""109"",""19"",""20"",""109"",""17"",""20"",""109"",""19"",""20"",""109"",""16"",""20"",""109"",""19"",""20"",""109"",""18"",""20"",""109"",""20"",""20"",""109"",""17"",""20"",""109"",""18"",""20"",""109"",""19"",""20"",""109"",""20"",""20"",""109"",""20"",""20"",""109"",""19"",""20"",""109"",""18"",""20"",""109"",""19"",""20"",""109"",""20"",""20"",""109"",""18"",""20"",""109"",""19"",""20"",""109"",""20"",""20"",""109"",""17"",""20"",""109"",""19"",""20"",""109"",""18"",""20"",""109"",""19"",""20"",""109"",""20"",""20"",""109"""
",""14"",""20"",""110"",""15"",""20"",""110"",""12"",""20"",""110"",""14"",""20"",""110"",""14"",""20"",""110"",""18"",""20"",""110"",""16"",""20"",""110"",""17"",""20"",""110"",""18"",""20"",""110"",""14"",""20"",""110"",""19"",""20"",""110"",""18"",""20"",""110"",""18"",""20"",""110"",""19"",""20"",""110"",""20"",""20"",""110"",""19"",""20"",""110"",""14"",""20"",""110"",""16"",""20"",""110"",""18"",""20"",""110"",""20"",""20"",""110"",""19"",""20"",""110"",""17"",""20"",""110"",""19"",""20"",""110"",""16"",""20"",""110"",""19"",""20"",""110"",""19"",""20"",""110"",""19"",""20"",""110"",""17"",""20"",""110"",""19"",""20"",""110"",""16"",""20"",""110"",""19"",""20"",""110"",""18"",""20"",""110"",""20"",""20"",""110"",""17"",""20"",""110"",""18"",""20"",""110"",""19"",""20"",""110"",""20"",""20"",""110"",""20"",""20"",""110"",""19"",""20"",""110"",""18"",""20"",""110"",""19"",""20"",""110"",""20"",""20"",""110"",""18"",""20"",""110"",""19"",""20"",""110"",""20"",""20"",""110"",""17"",""20"",""110"",""19"",""20"",""110"",""18"",""20"",""110"",""19"",""20"",""110"",""20"",""20"",""110"""
",""14"",""20"",""111"",""15"",""20"",""111"",""12"",""20"",""111"",""14"",""20"",""111"",""14"",""20"",""111"",""18"",""20"",""111"",""15"",""20"",""111"",""17"",""20"",""111"",""18"",""20"",""111"",""14"",""20"",""111"",""19"",""20"",""111"",""18"",""20"",""111"",""18"",""20"",""111"",""19"",""20"",""111"",""20"",""20"",""111"",""19"",""20"",""111"",""14"",""20"",""111"",""16"",""20"",""111"",""18"",""20"",""111"",""20"",""20"",""111"",""19"",""20"",""111"",""17"",""20"",""111"",""19"",""20"",""111"",""16"",""20"",""111"",""19"",""20"",""111"",""19"",""20"",""111"",""19"",""20"",""111"",""17"",""20"",""111"",""19"",""20"",""111"",""16"",""20"",""111"",""19"",""20"",""111"",""18"",""20"",""111"",""20"",""20"",""111"",""17"",""20"",""111"",""18"",""20"",""111"",""19"",""20"",""111"",""20"",""20"",""111"",""20"",""20"",""111"",""19"",""20"",""111"",""18"",""20"",""111"",""19"",""20"",""111"",""20"",""20"",""111"",""18"",""20"",""111"",""19"",""20"",""111"",""20"",""20"",""111"",""17"",""20"",""111"",""19"",""20"",""111"",""18"",""20"",""111"",""19"",""20"",""111"",""20"",""20"",""111"""
",""14"",""20"",""112"",""15"",""20"",""112"",""12"",""20"",""112"",""14"",""20"",""112"",""14"",""20"",""112"",""18"",""20"",""112"",""15"",""20"",""112"",""17"",""20"",""112"",""18"",""20"",""112"",""14"",""20"",""112"",""19"",""20"",""112"",""18"",""20"",""112"",""18"",""20"",""112"",""19"",""20"",""112"",""20"",""20"",""112"",""19"",""20"",""112"",""14"",""20"",""112"",""16"",""20"",""112"",""18"",""20"",""112"",""20"",""20"",""112"",""19"",""20"",""112"",""17"",""20"",""112"",""19"",""20"",""112"",""16"",""20"",""112"",""19"",""20"",""112"",""19"",""20"",""112"",""19"",""20"",""112"",""17"",""20"",""112"",""19"",""20"",""112"",""16"",""20"",""112"",""19"",""20"",""112"",""18"",""20"",""112"",""20"",""20"",""112"",""17"",""20"",""112"",""18"",""20"",""112"",""19"",""20"",""112"",""20"",""20"",""112"",""20"",""20"",""112"",""19"",""20"",""112"",""18"",""20"",""112"",""19"",""20"",""112"",""20"",""20"",""112"",""18"",""20"",""112"",""19"",""20"",""112"",""20"",""20"",""112"",""17"",""20"",""112"",""19"",""20"",""112"",""18"",""20"",""112"",""19"",""20"",""112"",""20"",""20"",""112"""
",""14"",""20"",""113"",""15"",""20"",""113"",""12"",""20"",""113"",""14"",""20"",""113"",""14"",""20"",""113"",""18"",""20"",""113"",""15"",""20"",""113"",""17"",""20"",""113"",""18"",""20"",""113"",""14"",""20"",""113"",""19"",""20"",""113"",""18"",""20"",""113"",""18"",""20"",""113"",""19"",""20"",""113"",""20"",""20"",""113"",""19"",""20"",""113"",""14"",""20"",""113"",""16"",""20"",""113"",""18"",""20"",""113"",""20"",""20"",""113"",""19"",""20"",""113"",""17"",""20"",""113"",""19"",""20"",""113"",""16"",""20"",""113"",""19"",""20"",""113"",""19"",""20"",""113"",""19"",""20"",""113"",""17"",""20"",""113"",""19"",""20"",""113"",""16"",""20"",""113"",""19"",""20"",""113"",""18"",""20"",""113"",""20"",""20"",""113"",""17"",""20"",""113"",""18"",""20"",""113"",""19"",""20"",""113"",""20"",""20"",""113"",""20"",""20"",""113"",""19"",""20"",""113"",""18"",""20"",""113"",""19"",""20"",""113"",""20"",""20"",""113"",""18"",""20"",""113"",""19"",""20"",""113"",""20"",""20"",""113"",""17"",""20"",""113"",""19"",""20"",""113"",""18"",""20"",""113"",""19"",""20"",""113"",""20"",""20"",""113"""
",""14"",""20"",""114"",""15"",""20"",""114"",""12"",""20"",""114"",""14"",""20"",""114"",""14"",""20"",""114"",""18"",""20"",""114"",""14"",""20"",""114"",""17"",""20"",""114"",""18"",""20"",""114"",""14"",""20"",""114"",""19"",""20"",""114"",""18"",""20"",""114"",""18"",""20"",""114"",""19"",""20"",""114"",""20"",""20"",""114"",""19"",""20"",""114"",""14"",""20"",""114"",""16"",""20"",""114"",""18"",""20"",""114"",""20"",""20"",""114"",""19"",""20"",""114"",""17"",""20"",""114"",""19"",""20"",""114"",""16"",""20"",""114"",""19"",""20"",""114"",""19"",""20"",""114"",""19"",""20"",""114"",""17"",""20"",""114"",""19"",""20"",""114"",""16"",""20"",""114"",""19"",""20"",""114"",""18"",""20"",""114"",""20"",""20"",""114"",""17"",""20"",""114"",""18"",""20"",""114"",""19"",""20"",""114"",""20"",""20"",""114"",""20"",""20"",""114"",""19"",""20"",""114"",""18"",""20"",""114"",""19"",""20"",""114"",""19"",""20"",""114"",""18"",""20"",""114"",""19"",""20"",""114"",""20"",""20"",""114"",""17"",""20"",""114"",""19"",""20"",""114"",""18"",""20"",""114"",""19"",""20"",""114"",""20"",""20"",""114"""
",""14"",""20"",""115"",""15"",""20"",""115"",""12"",""20"",""115"",""14"",""20"",""115"",""14"",""20"",""115"",""18"",""20"",""115"",""14"",""20"",""115"",""17"",""20"",""115"",""18"",""20"",""115"",""14"",""20"",""115"",""19"",""20"",""115"",""18"",""20"",""115"",""18"",""20"",""115"",""19"",""20"",""115"",""20"",""20"",""115"",""19"",""20"",""115"",""14"",""20"",""115"",""16"",""20"",""115"",""18"",""20"",""115"",""20"",""20"",""115"",""19"",""20"",""115"",""17"",""20"",""115"",""19"",""20"",""115"",""16"",""20"",""115"",""19"",""20"",""115"",""19"",""20"",""115"",""19"",""20"",""115"",""17"",""20"",""115"",""19"",""20"",""115"",""16"",""20"",""115"",""19"",""20"",""115"",""18"",""20"",""115"",""20"",""20"",""115"",""17"",""20"",""115"",""18"",""20"",""115"",""19"",""20"",""115"",""20"",""20"",""115"",""20"",""20"",""115"",""19"",""20"",""115"",""18"",""20"",""115"",""19"",""20"",""115"",""19"",""20"",""115"",""18"",""20"",""115"",""19"",""20"",""115"",""20"",""20"",""115"",""17"",""20"",""115"",""19"",""20"",""115"",""18"",""20"",""115"",""19"",""20"",""115"",""20"",""20"",""115"""
",""14"",""20"",""116"",""15"",""20"",""116"",""12"",""20"",""116"",""14"",""20"",""116"",""14"",""20"",""116"",""18"",""20"",""116"",""14"",""20"",""116"",""17"",""20"",""116"",""18"",""20"",""116"",""14"",""20"",""116"",""19"",""20"",""116"",""18"",""20"",""116"",""18"",""20"",""116"",""19"",""20"",""116"",""20"",""20"",""116"",""19"",""20"",""116"",""14"",""20"",""116"",""16"",""20"",""116"",""18"",""20"",""116"",""20"",""20"",""116"",""19"",""20"",""116"",""17"",""20"",""116"",""19"",""20"",""116"",""16"",""20"",""116"",""19"",""20"",""116"",""19"",""20"",""116"",""19"",""20"",""116"",""17"",""20"",""116"",""19"",""20"",""116"",""16"",""20"",""116"",""19"",""20"",""116"",""18"",""20"",""116"",""20"",""20"",""116"",""17"",""20"",""116"",""18"",""20"",""116"",""19"",""20"",""116"",""20"",""20"",""116"",""20"",""20"",""116"",""19"",""20"",""116"",""18"",""20"",""116"",""19"",""20"",""116"",""19"",""20"",""116"",""18"",""20"",""116"",""19"",""20"",""116"",""20"",""20"",""116"",""17"",""20"",""116"",""19"",""20"",""116"",""18"",""20"",""116"",""19"",""20"",""116"",""20"",""20"",""116"""
",""14"",""20"",""117"",""15"",""20"",""117"",""12"",""20"",""117"",""14"",""20"",""117"",""14"",""20"",""117"",""18"",""20"",""117"",""14"",""20"",""117"",""17"",""20"",""117"",""18"",""20"",""117"",""14"",""20"",""117"",""19"",""20"",""117"",""18"",""20"",""117"",""18"",""20"",""117"",""19"",""20"",""117"",""20"",""20"",""117"",""19"",""20"",""117"",""14"",""20"",""117"",""16"",""20"",""117"",""18"",""20"",""117"",""20"",""20"",""117"",""19"",""20"",""117"",""17"",""20"",""117"",""19"",""20"",""117"",""16"",""20"",""117"",""19"",""20"",""117"",""19"",""20"",""117"",""19"",""20"",""117"",""17"",""20"",""117"",""19"",""20"",""117"",""16"",""20"",""117"",""19"",""20"",""117"",""18"",""20"",""117"",""20"",""20"",""117"",""17"",""20"",""117"",""18"",""20"",""117"",""19"",""20"",""117"",""20"",""20"",""117"",""20"",""20"",""117"",""19"",""20"",""117"",""18"",""20"",""117"",""19"",""20"",""117"",""19"",""20"",""117"",""18"",""20"",""117"",""19"",""20"",""117"",""20"",""20"",""117"",""17"",""20"",""117"",""19"",""20"",""117"",""18"",""20"",""117"",""19"",""20"",""117"",""20"",""20"",""117"""
",""14"",""20"",""118"",""15"",""20"",""118"",""12"",""20"",""118"",""14"",""20"",""118"",""14"",""20"",""118"",""18"",""20"",""118"",""14"",""20"",""118"",""17"",""20"",""118"",""18"",""20"",""118"",""14"",""20"",""118"",""19"",""20"",""118"",""18"",""20"",""118"",""18"",""20"",""118"",""19"",""20"",""118"",""20"",""20"",""118"",""19"",""20"",""118"",""14"",""20"",""118"",""16"",""20"",""118"",""18"",""20"",""118"",""20"",""20"",""118"",""19"",""20"",""118"",""17"",""20"",""118"",""19"",""20"",""118"",""16"",""20"",""118"",""19"",""20"",""118"",""19"",""20"",""118"",""19"",""20"",""118"",""17"",""20"",""118"",""19"",""20"",""118"",""16"",""20"",""118"",""19"",""20"",""118"",""18"",""20"",""118"",""20"",""20"",""118"",""17"",""20"",""118"",""18"",""20"",""118"",""19"",""20"",""118"",""20"",""20"",""118"",""20"",""20"",""118"",""19"",""20"",""118"",""18"",""20"",""118"",""19"",""20"",""118"",""19"",""20"",""118"",""18"",""20"",""118"",""19"",""20"",""118"",""20"",""20"",""118"",""17"",""20"",""118"",""18"",""20"",""118"",""18"",""20"",""118"",""19"",""20"",""118"",""20"",""20"",""118"""
