BehaviorSpace results (NetLogo 6.1.1)
tpV2.nlogo
hipotese2_10/20
11/10/2021 23:12:04:588 +0000
"min-pxcor,""max-pxcor"",""min-pycor"",""max-pycor"""
"-16,""16"",""-16"",""16"""
"[run number],""1"",""1"",""1"",""2"",""2"",""2"",""3"",""3"",""3"",""4"",""4"",""4"",""5"",""5"",""5"",""6"",""6"",""6"",""7"",""7"",""7"",""8"",""8"",""8"",""9"",""9"",""9"",""10"",""10"",""10"",""11"",""11"",""11"",""12"",""12"",""12"",""13"",""13"",""13"",""14"",""14"",""14"",""15"",""15"",""15"",""16"",""16"",""16"",""17"",""17"",""17"",""18"",""18"",""18"",""19"",""19"",""19"",""20"",""20"",""20"",""21"",""21"",""21"",""22"",""22"",""22"",""23"",""23"",""23"",""24"",""24"",""24"",""25"",""25"",""25"",""26"",""26"",""26"",""27"",""27"",""27"",""28"",""28"",""28"",""29"",""29"",""29"",""30"",""30"",""30"",""31"",""31"",""31"",""32"",""32"",""32"",""33"",""33"",""33"",""34"",""34"",""34"",""35"",""35"",""35"",""36"",""36"",""36"",""37"",""37"",""37"",""38"",""38"",""38"",""39"",""39"",""39"",""40"",""40"",""40"",""41"",""41"",""41"",""42"",""42"",""42"",""43"",""43"",""43"",""44"",""44"",""44"",""45"",""45"",""45"",""46"",""46"",""46"",""47"",""47"",""47"",""48"",""48"",""48"",""49"",""49"",""49"",""50"",""50"",""50"""
",""4"",""20"",""278"",""3"",""20"",""278"",""5"",""20"",""278"",""0"",""20"",""278"",""6"",""20"",""278"",""3"",""20"",""278"",""3"",""20"",""278"",""4"",""20"",""278"",""4"",""20"",""278"",""2"",""20"",""278"",""7"",""20"",""278"",""8"",""20"",""278"",""8"",""20"",""278"",""6"",""20"",""278"",""7"",""20"",""278"",""8"",""20"",""278"",""7"",""20"",""278"",""9"",""20"",""278"",""7"",""20"",""278"",""6"",""20"",""278"",""8"",""20"",""278"",""10"",""20"",""278"",""5"",""20"",""278"",""7"",""20"",""278"",""10"",""20"",""278"",""8"",""20"",""278"",""8"",""20"",""278"",""8"",""20"",""278"",""8"",""20"",""278"",""6"",""20"",""278"",""6"",""20"",""278"",""10"",""20"",""278"",""10"",""20"",""278"",""10"",""20"",""278"",""9"",""20"",""278"",""9"",""20"",""278"",""8"",""20"",""278"",""10"",""20"",""278"",""8"",""20"",""278"",""8"",""20"",""278"",""9"",""20"",""278"",""9"",""20"",""278"",""8"",""20"",""278"",""9"",""20"",""278"",""8"",""20"",""278"",""8"",""20"",""278"",""10"",""20"",""278"",""9"",""20"",""278"",""9"",""20"",""278"",""10"",""20"",""278"""
",""4"",""20"",""279"",""3"",""20"",""279"",""5"",""20"",""279"",""0"",""20"",""279"",""6"",""20"",""279"",""3"",""20"",""279"",""3"",""20"",""279"",""3"",""20"",""279"",""4"",""20"",""279"",""2"",""20"",""279"",""7"",""20"",""279"",""8"",""20"",""279"",""8"",""20"",""279"",""6"",""20"",""279"",""7"",""20"",""279"",""8"",""20"",""279"",""7"",""20"",""279"",""9"",""20"",""279"",""7"",""20"",""279"",""6"",""20"",""279"",""8"",""20"",""279"",""10"",""20"",""279"",""5"",""20"",""279"",""7"",""20"",""279"",""10"",""20"",""279"",""8"",""20"",""279"",""8"",""20"",""279"",""8"",""20"",""279"",""8"",""20"",""279"",""6"",""20"",""279"",""6"",""20"",""279"",""10"",""20"",""279"",""10"",""20"",""279"",""10"",""20"",""279"",""9"",""20"",""279"",""9"",""20"",""279"",""8"",""20"",""279"",""10"",""20"",""279"",""8"",""20"",""279"",""8"",""20"",""279"",""9"",""20"",""279"",""9"",""20"",""279"",""8"",""20"",""279"",""9"",""20"",""279"",""8"",""20"",""279"",""8"",""20"",""279"",""10"",""20"",""279"",""9"",""20"",""279"",""9"",""20"",""279"",""10"",""20"",""279"""
",""4"",""20"",""280"",""3"",""20"",""280"",""5"",""20"",""280"",""0"",""20"",""280"",""6"",""20"",""280"",""3"",""20"",""280"",""3"",""20"",""280"",""3"",""20"",""280"",""4"",""20"",""280"",""2"",""20"",""280"",""7"",""20"",""280"",""8"",""20"",""280"",""8"",""20"",""280"",""6"",""20"",""280"",""7"",""20"",""280"",""8"",""20"",""280"",""7"",""20"",""280"",""9"",""20"",""280"",""7"",""20"",""280"",""6"",""20"",""280"",""8"",""20"",""280"",""10"",""20"",""280"",""5"",""20"",""280"",""7"",""20"",""280"",""10"",""20"",""280"",""8"",""20"",""280"",""8"",""20"",""280"",""8"",""20"",""280"",""8"",""20"",""280"",""6"",""20"",""280"",""6"",""20"",""280"",""10"",""20"",""280"",""10"",""20"",""280"",""10"",""20"",""280"",""9"",""20"",""280"",""9"",""20"",""280"",""8"",""20"",""280"",""10"",""20"",""280"",""8"",""20"",""280"",""8"",""20"",""280"",""9"",""20"",""280"",""9"",""20"",""280"",""8"",""20"",""280"",""9"",""20"",""280"",""8"",""20"",""280"",""8"",""20"",""280"",""10"",""20"",""280"",""9"",""20"",""280"",""9"",""20"",""280"",""10"",""20"",""280"""
",""4"",""20"",""281"",""3"",""20"",""281"",""5"",""20"",""281"",""0"",""20"",""281"",""6"",""20"",""281"",""3"",""20"",""281"",""3"",""20"",""281"",""3"",""20"",""281"",""4"",""20"",""281"",""2"",""20"",""281"",""7"",""20"",""281"",""8"",""20"",""281"",""8"",""20"",""281"",""6"",""20"",""281"",""7"",""20"",""281"",""8"",""20"",""281"",""7"",""20"",""281"",""9"",""20"",""281"",""7"",""20"",""281"",""6"",""20"",""281"",""8"",""20"",""281"",""10"",""20"",""281"",""5"",""20"",""281"",""7"",""20"",""281"",""10"",""20"",""281"",""8"",""20"",""281"",""8"",""20"",""281"",""8"",""20"",""281"",""8"",""20"",""281"",""6"",""20"",""281"",""6"",""20"",""281"",""10"",""20"",""281"",""10"",""20"",""281"",""10"",""20"",""281"",""9"",""20"",""281"",""9"",""20"",""281"",""8"",""20"",""281"",""10"",""20"",""281"",""8"",""20"",""281"",""8"",""20"",""281"",""9"",""20"",""281"",""9"",""20"",""281"",""8"",""20"",""281"",""9"",""20"",""281"",""8"",""20"",""281"",""8"",""20"",""281"",""9"",""20"",""281"",""9"",""20"",""281"",""9"",""20"",""281"",""10"",""20"",""281"""
",""4"",""20"",""282"",""3"",""20"",""282"",""5"",""20"",""282"",""0"",""20"",""282"",""6"",""20"",""282"",""3"",""20"",""282"",""3"",""20"",""282"",""3"",""20"",""282"",""4"",""20"",""282"",""2"",""20"",""282"",""7"",""20"",""282"",""8"",""20"",""282"",""8"",""20"",""282"",""6"",""20"",""282"",""7"",""20"",""282"",""8"",""20"",""282"",""7"",""20"",""282"",""9"",""20"",""282"",""7"",""20"",""282"",""6"",""20"",""282"",""8"",""20"",""282"",""10"",""20"",""282"",""5"",""20"",""282"",""7"",""20"",""282"",""10"",""20"",""282"",""8"",""20"",""282"",""8"",""20"",""282"",""8"",""20"",""282"",""8"",""20"",""282"",""6"",""20"",""282"",""6"",""20"",""282"",""10"",""20"",""282"",""10"",""20"",""282"",""10"",""20"",""282"",""9"",""20"",""282"",""9"",""20"",""282"",""8"",""20"",""282"",""10"",""20"",""282"",""8"",""20"",""282"",""8"",""20"",""282"",""9"",""20"",""282"",""9"",""20"",""282"",""8"",""20"",""282"",""9"",""20"",""282"",""8"",""20"",""282"",""8"",""20"",""282"",""9"",""20"",""282"",""9"",""20"",""282"",""9"",""20"",""282"",""10"",""20"",""282"""
",""4"",""20"",""283"",""3"",""20"",""283"",""5"",""20"",""283"",""0"",""20"",""283"",""6"",""20"",""283"",""3"",""20"",""283"",""3"",""20"",""283"",""3"",""20"",""283"",""4"",""20"",""283"",""2"",""20"",""283"",""7"",""20"",""283"",""8"",""20"",""283"",""8"",""20"",""283"",""6"",""20"",""283"",""7"",""20"",""283"",""8"",""20"",""283"",""7"",""20"",""283"",""9"",""20"",""283"",""7"",""20"",""283"",""6"",""20"",""283"",""8"",""20"",""283"",""10"",""20"",""283"",""5"",""20"",""283"",""7"",""20"",""283"",""10"",""20"",""283"",""8"",""20"",""283"",""8"",""20"",""283"",""8"",""20"",""283"",""8"",""20"",""283"",""6"",""20"",""283"",""6"",""20"",""283"",""10"",""20"",""283"",""10"",""20"",""283"",""10"",""20"",""283"",""9"",""20"",""283"",""9"",""20"",""283"",""8"",""20"",""283"",""10"",""20"",""283"",""8"",""20"",""283"",""8"",""20"",""283"",""9"",""20"",""283"",""9"",""20"",""283"",""8"",""20"",""283"",""9"",""20"",""283"",""8"",""20"",""283"",""8"",""20"",""283"",""9"",""20"",""283"",""9"",""20"",""283"",""9"",""20"",""283"",""10"",""20"",""283"""
",""4"",""20"",""284"",""3"",""20"",""284"",""5"",""20"",""284"",""0"",""20"",""284"",""6"",""20"",""284"",""3"",""20"",""284"",""3"",""20"",""284"",""3"",""20"",""284"",""3"",""20"",""284"",""2"",""20"",""284"",""7"",""20"",""284"",""8"",""20"",""284"",""8"",""20"",""284"",""6"",""20"",""284"",""7"",""20"",""284"",""8"",""20"",""284"",""7"",""20"",""284"",""9"",""20"",""284"",""7"",""20"",""284"",""6"",""20"",""284"",""8"",""20"",""284"",""10"",""20"",""284"",""5"",""20"",""284"",""7"",""20"",""284"",""10"",""20"",""284"",""8"",""20"",""284"",""8"",""20"",""284"",""8"",""20"",""284"",""8"",""20"",""284"",""6"",""20"",""284"",""6"",""20"",""284"",""10"",""20"",""284"",""10"",""20"",""284"",""10"",""20"",""284"",""9"",""20"",""284"",""9"",""20"",""284"",""8"",""20"",""284"",""10"",""20"",""284"",""8"",""20"",""284"",""8"",""20"",""284"",""9"",""20"",""284"",""9"",""20"",""284"",""8"",""20"",""284"",""9"",""20"",""284"",""8"",""20"",""284"",""8"",""20"",""284"",""9"",""20"",""284"",""9"",""20"",""284"",""9"",""20"",""284"",""10"",""20"",""284"""
",""4"",""20"",""285"",""3"",""20"",""285"",""5"",""20"",""285"",""0"",""20"",""285"",""6"",""20"",""285"",""3"",""20"",""285"",""3"",""20"",""285"",""3"",""20"",""285"",""3"",""20"",""285"",""2"",""20"",""285"",""6"",""20"",""285"",""8"",""20"",""285"",""8"",""20"",""285"",""6"",""20"",""285"",""7"",""20"",""285"",""8"",""20"",""285"",""7"",""20"",""285"",""9"",""20"",""285"",""7"",""20"",""285"",""6"",""20"",""285"",""8"",""20"",""285"",""10"",""20"",""285"",""5"",""20"",""285"",""7"",""20"",""285"",""10"",""20"",""285"",""8"",""20"",""285"",""8"",""20"",""285"",""8"",""20"",""285"",""8"",""20"",""285"",""6"",""20"",""285"",""6"",""20"",""285"",""10"",""20"",""285"",""10"",""20"",""285"",""10"",""20"",""285"",""9"",""20"",""285"",""9"",""20"",""285"",""8"",""20"",""285"",""10"",""20"",""285"",""8"",""20"",""285"",""8"",""20"",""285"",""9"",""20"",""285"",""9"",""20"",""285"",""8"",""20"",""285"",""9"",""20"",""285"",""8"",""20"",""285"",""8"",""20"",""285"",""9"",""20"",""285"",""9"",""20"",""285"",""9"",""20"",""285"",""10"",""20"",""285"""
",""4"",""20"",""286"",""3"",""20"",""286"",""5"",""20"",""286"",""0"",""20"",""286"",""6"",""20"",""286"",""3"",""20"",""286"",""3"",""20"",""286"",""3"",""20"",""286"",""3"",""20"",""286"",""2"",""20"",""286"",""6"",""20"",""286"",""8"",""20"",""286"",""8"",""20"",""286"",""6"",""20"",""286"",""6"",""20"",""286"",""8"",""20"",""286"",""7"",""20"",""286"",""9"",""20"",""286"",""7"",""20"",""286"",""6"",""20"",""286"",""8"",""20"",""286"",""10"",""20"",""286"",""5"",""20"",""286"",""7"",""20"",""286"",""10"",""20"",""286"",""8"",""20"",""286"",""8"",""20"",""286"",""8"",""20"",""286"",""8"",""20"",""286"",""6"",""20"",""286"",""6"",""20"",""286"",""10"",""20"",""286"",""10"",""20"",""286"",""10"",""20"",""286"",""9"",""20"",""286"",""9"",""20"",""286"",""8"",""20"",""286"",""10"",""20"",""286"",""8"",""20"",""286"",""8"",""20"",""286"",""9"",""20"",""286"",""9"",""20"",""286"",""8"",""20"",""286"",""9"",""20"",""286"",""8"",""20"",""286"",""8"",""20"",""286"",""9"",""20"",""286"",""9"",""20"",""286"",""9"",""20"",""286"",""10"",""20"",""286"""
",""3"",""20"",""287"",""3"",""20"",""287"",""5"",""20"",""287"",""0"",""20"",""287"",""6"",""20"",""287"",""3"",""20"",""287"",""3"",""20"",""287"",""3"",""20"",""287"",""3"",""20"",""287"",""2"",""20"",""287"",""6"",""20"",""287"",""8"",""20"",""287"",""8"",""20"",""287"",""6"",""20"",""287"",""6"",""20"",""287"",""8"",""20"",""287"",""7"",""20"",""287"",""9"",""20"",""287"",""7"",""20"",""287"",""6"",""20"",""287"",""8"",""20"",""287"",""10"",""20"",""287"",""5"",""20"",""287"",""7"",""20"",""287"",""10"",""20"",""287"",""8"",""20"",""287"",""8"",""20"",""287"",""8"",""20"",""287"",""8"",""20"",""287"",""6"",""20"",""287"",""6"",""20"",""287"",""10"",""20"",""287"",""10"",""20"",""287"",""10"",""20"",""287"",""9"",""20"",""287"",""9"",""20"",""287"",""8"",""20"",""287"",""10"",""20"",""287"",""8"",""20"",""287"",""8"",""20"",""287"",""9"",""20"",""287"",""9"",""20"",""287"",""8"",""20"",""287"",""9"",""20"",""287"",""8"",""20"",""287"",""8"",""20"",""287"",""9"",""20"",""287"",""9"",""20"",""287"",""9"",""20"",""287"",""10"",""20"",""287"""
",""3"",""20"",""288"",""3"",""20"",""288"",""5"",""20"",""288"",""0"",""20"",""288"",""6"",""20"",""288"",""3"",""20"",""288"",""3"",""20"",""288"",""3"",""20"",""288"",""3"",""20"",""288"",""2"",""20"",""288"",""6"",""20"",""288"",""8"",""20"",""288"",""8"",""20"",""288"",""6"",""20"",""288"",""6"",""20"",""288"",""8"",""20"",""288"",""7"",""20"",""288"",""9"",""20"",""288"",""7"",""20"",""288"",""6"",""20"",""288"",""8"",""20"",""288"",""10"",""20"",""288"",""5"",""20"",""288"",""7"",""20"",""288"",""10"",""20"",""288"",""8"",""20"",""288"",""8"",""20"",""288"",""8"",""20"",""288"",""8"",""20"",""288"",""6"",""20"",""288"",""6"",""20"",""288"",""10"",""20"",""288"",""10"",""20"",""288"",""10"",""20"",""288"",""9"",""20"",""288"",""9"",""20"",""288"",""8"",""20"",""288"",""10"",""20"",""288"",""8"",""20"",""288"",""8"",""20"",""288"",""9"",""20"",""288"",""9"",""20"",""288"",""8"",""20"",""288"",""9"",""20"",""288"",""8"",""20"",""288"",""8"",""20"",""288"",""9"",""20"",""288"",""9"",""20"",""288"",""9"",""20"",""288"",""10"",""20"",""288"""
",""3"",""20"",""289"",""3"",""20"",""289"",""5"",""20"",""289"",""0"",""20"",""289"",""6"",""20"",""289"",""3"",""20"",""289"",""3"",""20"",""289"",""3"",""20"",""289"",""3"",""20"",""289"",""2"",""20"",""289"",""6"",""20"",""289"",""8"",""20"",""289"",""8"",""20"",""289"",""6"",""20"",""289"",""6"",""20"",""289"",""8"",""20"",""289"",""7"",""20"",""289"",""9"",""20"",""289"",""7"",""20"",""289"",""6"",""20"",""289"",""8"",""20"",""289"",""10"",""20"",""289"",""5"",""20"",""289"",""7"",""20"",""289"",""10"",""20"",""289"",""8"",""20"",""289"",""8"",""20"",""289"",""8"",""20"",""289"",""8"",""20"",""289"",""6"",""20"",""289"",""6"",""20"",""289"",""10"",""20"",""289"",""10"",""20"",""289"",""10"",""20"",""289"",""9"",""20"",""289"",""9"",""20"",""289"",""8"",""20"",""289"",""10"",""20"",""289"",""8"",""20"",""289"",""8"",""20"",""289"",""9"",""20"",""289"",""9"",""20"",""289"",""8"",""20"",""289"",""9"",""20"",""289"",""8"",""20"",""289"",""8"",""20"",""289"",""9"",""20"",""289"",""9"",""20"",""289"",""9"",""20"",""289"",""10"",""20"",""289"""
",""3"",""20"",""290"",""3"",""20"",""290"",""5"",""20"",""290"",""0"",""20"",""290"",""6"",""20"",""290"",""3"",""20"",""290"",""3"",""20"",""290"",""3"",""20"",""290"",""2"",""20"",""290"",""2"",""20"",""290"",""6"",""20"",""290"",""8"",""20"",""290"",""8"",""20"",""290"",""6"",""20"",""290"",""6"",""20"",""290"",""8"",""20"",""290"",""7"",""20"",""290"",""9"",""20"",""290"",""7"",""20"",""290"",""6"",""20"",""290"",""8"",""20"",""290"",""10"",""20"",""290"",""5"",""20"",""290"",""7"",""20"",""290"",""10"",""20"",""290"",""8"",""20"",""290"",""8"",""20"",""290"",""8"",""20"",""290"",""8"",""20"",""290"",""6"",""20"",""290"",""6"",""20"",""290"",""10"",""20"",""290"",""10"",""20"",""290"",""10"",""20"",""290"",""9"",""20"",""290"",""9"",""20"",""290"",""8"",""20"",""290"",""10"",""20"",""290"",""8"",""20"",""290"",""8"",""20"",""290"",""9"",""20"",""290"",""9"",""20"",""290"",""8"",""20"",""290"",""9"",""20"",""290"",""8"",""20"",""290"",""8"",""20"",""290"",""9"",""20"",""290"",""9"",""20"",""290"",""9"",""20"",""290"",""10"",""20"",""290"""
",""3"",""20"",""291"",""3"",""20"",""291"",""5"",""20"",""291"",""0"",""20"",""291"",""6"",""20"",""291"",""3"",""20"",""291"",""3"",""20"",""291"",""3"",""20"",""291"",""2"",""20"",""291"",""2"",""20"",""291"",""6"",""20"",""291"",""8"",""20"",""291"",""8"",""20"",""291"",""6"",""20"",""291"",""6"",""20"",""291"",""8"",""20"",""291"",""7"",""20"",""291"",""9"",""20"",""291"",""7"",""20"",""291"",""6"",""20"",""291"",""8"",""20"",""291"",""10"",""20"",""291"",""5"",""20"",""291"",""7"",""20"",""291"",""10"",""20"",""291"",""8"",""20"",""291"",""8"",""20"",""291"",""8"",""20"",""291"",""8"",""20"",""291"",""6"",""20"",""291"",""6"",""20"",""291"",""10"",""20"",""291"",""10"",""20"",""291"",""10"",""20"",""291"",""9"",""20"",""291"",""9"",""20"",""291"",""7"",""20"",""291"",""10"",""20"",""291"",""8"",""20"",""291"",""8"",""20"",""291"",""9"",""20"",""291"",""9"",""20"",""291"",""8"",""20"",""291"",""9"",""20"",""291"",""8"",""20"",""291"",""8"",""20"",""291"",""9"",""20"",""291"",""9"",""20"",""291"",""9"",""20"",""291"",""10"",""20"",""291"""
",""3"",""20"",""292"",""2"",""20"",""292"",""5"",""20"",""292"",""0"",""20"",""292"",""6"",""20"",""292"",""3"",""20"",""292"",""3"",""20"",""292"",""3"",""20"",""292"",""2"",""20"",""292"",""2"",""20"",""292"",""6"",""20"",""292"",""8"",""20"",""292"",""8"",""20"",""292"",""6"",""20"",""292"",""6"",""20"",""292"",""8"",""20"",""292"",""7"",""20"",""292"",""9"",""20"",""292"",""7"",""20"",""292"",""6"",""20"",""292"",""8"",""20"",""292"",""10"",""20"",""292"",""5"",""20"",""292"",""7"",""20"",""292"",""10"",""20"",""292"",""8"",""20"",""292"",""8"",""20"",""292"",""8"",""20"",""292"",""8"",""20"",""292"",""6"",""20"",""292"",""6"",""20"",""292"",""10"",""20"",""292"",""10"",""20"",""292"",""10"",""20"",""292"",""9"",""20"",""292"",""9"",""20"",""292"",""7"",""20"",""292"",""10"",""20"",""292"",""8"",""20"",""292"",""8"",""20"",""292"",""9"",""20"",""292"",""9"",""20"",""292"",""8"",""20"",""292"",""9"",""20"",""292"",""8"",""20"",""292"",""8"",""20"",""292"",""9"",""20"",""292"",""9"",""20"",""292"",""9"",""20"",""292"",""10"",""20"",""292"""
",""3"",""20"",""293"",""2"",""20"",""293"",""5"",""20"",""293"",""0"",""20"",""293"",""6"",""20"",""293"",""3"",""20"",""293"",""3"",""20"",""293"",""3"",""20"",""293"",""2"",""20"",""293"",""2"",""20"",""293"",""6"",""20"",""293"",""8"",""20"",""293"",""8"",""20"",""293"",""6"",""20"",""293"",""6"",""20"",""293"",""8"",""20"",""293"",""7"",""20"",""293"",""9"",""20"",""293"",""7"",""20"",""293"",""6"",""20"",""293"",""8"",""20"",""293"",""10"",""20"",""293"",""5"",""20"",""293"",""7"",""20"",""293"",""10"",""20"",""293"",""8"",""20"",""293"",""8"",""20"",""293"",""8"",""20"",""293"",""8"",""20"",""293"",""6"",""20"",""293"",""6"",""20"",""293"",""10"",""20"",""293"",""10"",""20"",""293"",""10"",""20"",""293"",""9"",""20"",""293"",""9"",""20"",""293"",""7"",""20"",""293"",""10"",""20"",""293"",""8"",""20"",""293"",""8"",""20"",""293"",""9"",""20"",""293"",""9"",""20"",""293"",""8"",""20"",""293"",""9"",""20"",""293"",""8"",""20"",""293"",""8"",""20"",""293"",""9"",""20"",""293"",""9"",""20"",""293"",""9"",""20"",""293"",""10"",""20"",""293"""
",""2"",""20"",""294"",""2"",""20"",""294"",""5"",""20"",""294"",""0"",""20"",""294"",""6"",""20"",""294"",""3"",""20"",""294"",""3"",""20"",""294"",""3"",""20"",""294"",""2"",""20"",""294"",""2"",""20"",""294"",""6"",""20"",""294"",""8"",""20"",""294"",""8"",""20"",""294"",""6"",""20"",""294"",""6"",""20"",""294"",""8"",""20"",""294"",""7"",""20"",""294"",""9"",""20"",""294"",""7"",""20"",""294"",""6"",""20"",""294"",""8"",""20"",""294"",""10"",""20"",""294"",""5"",""20"",""294"",""7"",""20"",""294"",""10"",""20"",""294"",""8"",""20"",""294"",""8"",""20"",""294"",""8"",""20"",""294"",""8"",""20"",""294"",""6"",""20"",""294"",""6"",""20"",""294"",""10"",""20"",""294"",""10"",""20"",""294"",""10"",""20"",""294"",""9"",""20"",""294"",""9"",""20"",""294"",""7"",""20"",""294"",""10"",""20"",""294"",""8"",""20"",""294"",""8"",""20"",""294"",""9"",""20"",""294"",""9"",""20"",""294"",""8"",""20"",""294"",""9"",""20"",""294"",""8"",""20"",""294"",""8"",""20"",""294"",""9"",""20"",""294"",""9"",""20"",""294"",""9"",""20"",""294"",""10"",""20"",""294"""
",""2"",""20"",""295"",""2"",""20"",""295"",""5"",""20"",""295"",""0"",""20"",""295"",""6"",""20"",""295"",""2"",""20"",""295"",""3"",""20"",""295"",""3"",""20"",""295"",""2"",""20"",""295"",""2"",""20"",""295"",""6"",""20"",""295"",""8"",""20"",""295"",""8"",""20"",""295"",""6"",""20"",""295"",""6"",""20"",""295"",""8"",""20"",""295"",""7"",""20"",""295"",""9"",""20"",""295"",""7"",""20"",""295"",""6"",""20"",""295"",""8"",""20"",""295"",""10"",""20"",""295"",""5"",""20"",""295"",""7"",""20"",""295"",""10"",""20"",""295"",""8"",""20"",""295"",""8"",""20"",""295"",""8"",""20"",""295"",""8"",""20"",""295"",""6"",""20"",""295"",""6"",""20"",""295"",""10"",""20"",""295"",""10"",""20"",""295"",""10"",""20"",""295"",""9"",""20"",""295"",""9"",""20"",""295"",""7"",""20"",""295"",""10"",""20"",""295"",""8"",""20"",""295"",""8"",""20"",""295"",""9"",""20"",""295"",""9"",""20"",""295"",""8"",""20"",""295"",""9"",""20"",""295"",""8"",""20"",""295"",""8"",""20"",""295"",""9"",""20"",""295"",""9"",""20"",""295"",""9"",""20"",""295"",""10"",""20"",""295"""
",""2"",""20"",""296"",""2"",""20"",""296"",""5"",""20"",""296"",""0"",""20"",""296"",""6"",""20"",""296"",""2"",""20"",""296"",""3"",""20"",""296"",""3"",""20"",""296"",""2"",""20"",""296"",""2"",""20"",""296"",""6"",""20"",""296"",""8"",""20"",""296"",""8"",""20"",""296"",""6"",""20"",""296"",""6"",""20"",""296"",""8"",""20"",""296"",""7"",""20"",""296"",""9"",""20"",""296"",""7"",""20"",""296"",""6"",""20"",""296"",""8"",""20"",""296"",""10"",""20"",""296"",""5"",""20"",""296"",""7"",""20"",""296"",""10"",""20"",""296"",""8"",""20"",""296"",""8"",""20"",""296"",""8"",""20"",""296"",""8"",""20"",""296"",""6"",""20"",""296"",""6"",""20"",""296"",""10"",""20"",""296"",""10"",""20"",""296"",""10"",""20"",""296"",""9"",""20"",""296"",""9"",""20"",""296"",""7"",""20"",""296"",""10"",""20"",""296"",""8"",""20"",""296"",""8"",""20"",""296"",""9"",""20"",""296"",""9"",""20"",""296"",""8"",""20"",""296"",""9"",""20"",""296"",""8"",""20"",""296"",""8"",""20"",""296"",""9"",""20"",""296"",""9"",""20"",""296"",""9"",""20"",""296"",""10"",""20"",""296"""
",""2"",""20"",""297"",""2"",""20"",""297"",""4"",""20"",""297"",""0"",""20"",""297"",""6"",""20"",""297"",""2"",""20"",""297"",""3"",""20"",""297"",""3"",""20"",""297"",""2"",""20"",""297"",""2"",""20"",""297"",""6"",""20"",""297"",""8"",""20"",""297"",""8"",""20"",""297"",""6"",""20"",""297"",""6"",""20"",""297"",""8"",""20"",""297"",""7"",""20"",""297"",""9"",""20"",""297"",""7"",""20"",""297"",""6"",""20"",""297"",""8"",""20"",""297"",""10"",""20"",""297"",""5"",""20"",""297"",""7"",""20"",""297"",""10"",""20"",""297"",""8"",""20"",""297"",""8"",""20"",""297"",""8"",""20"",""297"",""8"",""20"",""297"",""6"",""20"",""297"",""6"",""20"",""297"",""10"",""20"",""297"",""10"",""20"",""297"",""10"",""20"",""297"",""9"",""20"",""297"",""9"",""20"",""297"",""7"",""20"",""297"",""10"",""20"",""297"",""8"",""20"",""297"",""8"",""20"",""297"",""9"",""20"",""297"",""9"",""20"",""297"",""8"",""20"",""297"",""9"",""20"",""297"",""8"",""20"",""297"",""8"",""20"",""297"",""9"",""20"",""297"",""9"",""20"",""297"",""9"",""20"",""297"",""10"",""20"",""297"""
",""2"",""20"",""298"",""2"",""20"",""298"",""4"",""20"",""298"",""0"",""20"",""298"",""6"",""20"",""298"",""2"",""20"",""298"",""3"",""20"",""298"",""3"",""20"",""298"",""2"",""20"",""298"",""2"",""20"",""298"",""6"",""20"",""298"",""8"",""20"",""298"",""8"",""20"",""298"",""6"",""20"",""298"",""6"",""20"",""298"",""8"",""20"",""298"",""7"",""20"",""298"",""9"",""20"",""298"",""7"",""20"",""298"",""6"",""20"",""298"",""8"",""20"",""298"",""10"",""20"",""298"",""5"",""20"",""298"",""7"",""20"",""298"",""10"",""20"",""298"",""8"",""20"",""298"",""8"",""20"",""298"",""8"",""20"",""298"",""8"",""20"",""298"",""6"",""20"",""298"",""6"",""20"",""298"",""10"",""20"",""298"",""10"",""20"",""298"",""10"",""20"",""298"",""9"",""20"",""298"",""9"",""20"",""298"",""7"",""20"",""298"",""10"",""20"",""298"",""8"",""20"",""298"",""8"",""20"",""298"",""9"",""20"",""298"",""9"",""20"",""298"",""8"",""20"",""298"",""9"",""20"",""298"",""8"",""20"",""298"",""8"",""20"",""298"",""9"",""20"",""298"",""9"",""20"",""298"",""9"",""20"",""298"",""10"",""20"",""298"""
",""2"",""20"",""299"",""2"",""20"",""299"",""4"",""20"",""299"",""0"",""20"",""299"",""6"",""20"",""299"",""2"",""20"",""299"",""3"",""20"",""299"",""3"",""20"",""299"",""2"",""20"",""299"",""2"",""20"",""299"",""6"",""20"",""299"",""8"",""20"",""299"",""8"",""20"",""299"",""6"",""20"",""299"",""6"",""20"",""299"",""8"",""20"",""299"",""7"",""20"",""299"",""9"",""20"",""299"",""7"",""20"",""299"",""6"",""20"",""299"",""8"",""20"",""299"",""10"",""20"",""299"",""5"",""20"",""299"",""7"",""20"",""299"",""10"",""20"",""299"",""8"",""20"",""299"",""8"",""20"",""299"",""8"",""20"",""299"",""8"",""20"",""299"",""6"",""20"",""299"",""6"",""20"",""299"",""10"",""20"",""299"",""10"",""20"",""299"",""10"",""20"",""299"",""9"",""20"",""299"",""9"",""20"",""299"",""7"",""20"",""299"",""10"",""20"",""299"",""8"",""20"",""299"",""8"",""20"",""299"",""9"",""20"",""299"",""9"",""20"",""299"",""8"",""20"",""299"",""9"",""20"",""299"",""8"",""20"",""299"",""8"",""20"",""299"",""9"",""20"",""299"",""9"",""20"",""299"",""9"",""20"",""299"",""10"",""20"",""299"""
